	id	name	num_neighborhoods_enriched	top	num_connected_components	size_connected_components	num_large_connected_components	domain
250	250	GO:0001695 histamine catabolic process	0.0	False	0		0	0
251	251	GO:0001696 gastric acid secretion	0.0	False	0		0	0
252	252	GO:0001698 gastrin-induced gastric acid secretion	0.0	False	0		0	0
253	253	GO:0001701 in utero embryonic development	1.0	False	0		0	0
254	254	GO:0001702 gastrulation with mouth forming second	0.0	False	0		0	0
255	255	GO:0001704 formation of primary germ layer	0.0	False	0		0	0
256	256	GO:0001705 ectoderm formation	0.0	False	0		0	0
257	257	GO:0001706 endoderm formation	0.0	False	0		0	0
258	258	GO:0001707 mesoderm formation	0.0	False	0		0	0
259	259	GO:0001708 cell fate specification	0.0	False	0		0	0
260	260	GO:0001709 cell fate determination	0.0	False	0		0	0
261	261	GO:0001710 mesodermal cell fate commitment	0.0	False	0		0	0
262	262	GO:0001711 endodermal cell fate commitment	0.0	False	0		0	0
263	263	GO:0001712 ectodermal cell fate commitment	0.0	False	0		0	0
264	264	GO:0001714 endodermal cell fate specification	0.0	False	0		0	0
265	265	GO:0001731 formation of translation preinitiation complex	0.0	False	0		0	0
266	266	GO:0001732 formation of cytoplasmic translation initiation complex	0.0	False	0		0	0
267	267	GO:0001736 establishment of planar polarity	0.0	False	0		0	0
268	268	GO:0001738 morphogenesis of a polarized epithelium	0.0	False	0		0	0
269	269	GO:0001743 optic placode formation	0.0	False	0		0	0
270	270	GO:0001754 eye photoreceptor cell differentiation	0.0	False	0		0	0
271	271	GO:0001755 neural crest cell migration	0.0	False	0		0	0
272	272	GO:0001756 somitogenesis	0.0	False	0		0	0
273	273	GO:0001757 somite specification	0.0	False	0		0	0
274	274	GO:0001759 organ induction	0.0	False	0		0	0
275	275	GO:0001763 morphogenesis of a branching structure	0.0	False	0		0	0
276	276	GO:0001764 neuron migration	0.0	False	0		0	0
277	277	GO:0001765 membrane raft assembly	0.0	False	0		0	0
278	278	GO:0001766 membrane raft polarization	0.0	False	0		0	0
279	279	GO:0001767 establishment of lymphocyte polarity	0.0	False	0		0	0
280	280	GO:0001768 establishment of T cell polarity	0.0	False	0		0	0
281	281	GO:0001770 establishment of natural killer cell polarity	0.0	False	0		0	0
282	282	GO:0001771 immunological synapse formation	0.0	False	0		0	0
283	283	GO:0001773 myeloid dendritic cell activation	0.0	False	0		0	0
284	284	GO:0001774 microglial cell activation	0.0	False	0		0	0
285	285	GO:0001775 cell activation	72.0	False	28	"[45  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1]"	1	0
286	286	GO:0001776 leukocyte homeostasis	0.0	False	0		0	0
287	287	GO:0001777 T cell homeostatic proliferation	0.0	False	0		0	0
288	288	GO:0001778 plasma membrane repair	0.0	False	0		0	0
289	289	GO:0001779 natural killer cell differentiation	0.0	False	0		0	0
290	290	GO:0001780 neutrophil homeostasis	0.0	False	0		0	0
291	291	GO:0001781 neutrophil apoptotic process	0.0	False	0		0	0
292	292	GO:0001782 B cell homeostasis	0.0	False	0		0	0
293	293	GO:0001783 B cell apoptotic process	0.0	False	0		0	0
294	294	GO:0001787 natural killer cell proliferation	0.0	False	0		0	0
295	295	GO:0001798 positive regulation of type IIa hypersensitivity	0.0	False	0		0	0
296	296	GO:0001805 positive regulation of type III hypersensitivity	0.0	False	0		0	0
297	297	GO:0001806 type IV hypersensitivity	0.0	False	0		0	0
298	298	GO:0001807 regulation of type IV hypersensitivity	0.0	False	0		0	0
299	299	GO:0001808 negative regulation of type IV hypersensitivity	0.0	False	0		0	0
300	300	GO:0001809 positive regulation of type IV hypersensitivity	0.0	False	0		0	0
301	301	GO:0001811 negative regulation of type I hypersensitivity	0.0	False	0		0	0
302	302	GO:0001812 positive regulation of type I hypersensitivity	0.0	False	0		0	0
303	303	GO:0001814 negative regulation of antibody-dependent cellular cytotoxicity	0.0	False	0		0	0
304	304	GO:0001815 positive regulation of antibody-dependent cellular cytotoxicity	0.0	False	0		0	0
305	305	GO:0001816 cytokine production	0.0	False	0		0	0
306	306	GO:0001817 regulation of cytokine production	0.0	False	0		0	0
307	307	GO:0001818 negative regulation of cytokine production	0.0	False	0		0	0
308	308	GO:0001819 positive regulation of cytokine production	0.0	False	0		0	0
309	309	GO:0001821 histamine secretion	0.0	False	0		0	0
310	310	GO:0001822 kidney development	0.0	False	0		0	0
311	311	GO:0001823 mesonephros development	0.0	False	0		0	0
312	312	GO:0001824 blastocyst development	0.0	False	0		0	0
313	313	GO:0001825 blastocyst formation	0.0	False	0		0	0
314	314	GO:0001826 inner cell mass cell differentiation	0.0	False	0		0	0
315	315	GO:0001827 inner cell mass cell fate commitment	0.0	False	0		0	0
316	316	GO:0001828 inner cell mass cellular morphogenesis	0.0	False	0		0	0
317	317	GO:0001829 trophectodermal cell differentiation	0.0	False	0		0	0
318	318	GO:0001831 trophectodermal cellular morphogenesis	0.0	False	0		0	0
319	319	GO:0001832 blastocyst growth	3.0	False	0		0	0
320	320	GO:0001833 inner cell mass cell proliferation	0.0	False	0		0	0
321	321	GO:0001834 trophectodermal cell proliferation	0.0	False	0		0	0
322	322	GO:0001835 blastocyst hatching	0.0	False	0		0	0
323	323	GO:0001836 release of cytochrome c from mitochondria	0.0	False	0		0	0
324	324	GO:0001837 epithelial to mesenchymal transition	27.0	False	19	[9 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]	0	0
325	325	GO:0001838 embryonic epithelial tube formation	0.0	False	0		0	0
326	326	GO:0001839 neural plate morphogenesis	0.0	False	0		0	0
327	327	GO:0001840 neural plate development	0.0	False	0		0	0
328	328	GO:0001841 neural tube formation	0.0	False	0		0	0
329	329	GO:0001842 neural fold formation	0.0	False	0		0	0
330	330	GO:0001843 neural tube closure	0.0	False	0		0	0
331	331	GO:0001844 protein insertion into mitochondrial membrane involved in apoptotic signaling pathway	0.0	False	0		0	0
332	332	GO:0001845 phagolysosome assembly	0.0	False	0		0	0
333	333	GO:0001865 NK T cell differentiation	0.0	False	0		0	0
334	334	GO:0001866 NK T cell proliferation	0.0	False	0		0	0
335	335	GO:0001867 complement activation, lectin pathway	0.0	False	0		0	0
336	336	GO:0001869 negative regulation of complement activation, lectin pathway	0.0	False	0		0	0
337	337	GO:0001878 response to yeast	0.0	False	0		0	0
338	338	GO:0001879 detection of yeast	0.0	False	0		0	0
339	339	GO:0001880 Mullerian duct regression	0.0	False	0		0	0
340	340	GO:0001881 receptor recycling	0.0	False	0		0	0
341	341	GO:0001885 endothelial cell development	3.0	False	0		0	0
342	342	GO:0001886 endothelial cell morphogenesis	0.0	False	0		0	0
343	343	GO:0001887 selenium compound metabolic process	0.0	False	0		0	0
344	344	GO:0001889 liver development	0.0	False	0		0	0
345	345	GO:0001890 placenta development	0.0	False	0		0	0
