ID	Name	Length	AUPRC	diff.AUPRC
6490	oligosaccharide-lipid intermediate biosynthetic process	20	0.1144	0.113678125573023
51382	kinetochore assembly	11	0.1127	0.112283382694404
6098	pentose-phosphate shunt	13	0.1114	0.110893415216397
46655	folic acid metabolic process	18	0.1109	0.110248803381144
6783	heme biosynthetic process	22	0.1102	0.109415055035615
70734	histone H3-K27 methylation	8	0.1074	0.107125609586417
1902969	mitotic DNA replication	10	0.1071	0.106772820074941
6337	nucleosome disassembly	18	0.1065	0.105780030754123
6613	cotranslational protein targeting to membrane	98	0.1056	0.101816455558549
6085	acetyl-CoA biosynthetic process	14	0.1043	0.103805769700305
36297	interstrand cross-link repair	49	0.1039	0.101951081851981
32211	negative regulation of telomere maintenance via telomerase	18	0.0954	0.0947312306518127
90110	COPII-coated vesicle cargo loading	13	0.0953	0.0947956583339095
80009	mRNA methylation	14	0.095	0.0944587231267076
71280	cellular response to copper ion	27	0.0936	0.0925015171558036
19083	viral transcription	112	0.0918	0.0873575596607924
34244	negative regulation of transcription elongation from RNA polymerase II promoter	12	0.0917	0.0912164985247366
6048	UDP-N-acetylglucosamine biosynthetic process	11	0.0912	0.0908647398965415
99116	tRNA 5'-end processing	15	0.0901	0.0895393556690988
42100	B cell proliferation	41	0.0896	0.0878936389139603
30201	heparan sulfate proteoglycan metabolic process	29	0.0882	0.0871414408946173
34080	CENP-A containing nucleosome assembly	26	0.0878	0.086789369968864
6409	tRNA export from nucleus	32	0.0875	0.0861754164569556
6779	porphyrin-containing compound biosynthetic process	26	0.0864	0.0854123121198539
9303	rRNA transcription	19	0.0857	0.0849489234846903
36258	multivesicular body assembly	30	0.0857	0.0845022334742942
32986	protein-DNA complex disassembly	20	0.0853	0.0845657160029879
722	telomere maintenance via recombination	12	0.0851	0.0846764759265289
42987	amyloid precursor protein catabolic process	12	0.0846	0.084149872613944
33572	transferrin transport	36	0.0842	0.0827557869072524
2000601	positive regulation of Arp2/3 complex-mediated actin nucleation	10	0.084	0.08366182169962
45047	protein targeting to ER	108	0.0833	0.0790359376422794
6740	NADPH regeneration	15	0.0826	0.0820988560262565
46653	tetrahydrofolate metabolic process	17	0.0823	0.0816294832424227
6760	folic acid-containing compound metabolic process	26	0.0802	0.0792037394900264
36257	multivesicular body organization	31	0.0802	0.078953232553513
34472	snRNA 3'-end processing	20	0.0799	0.0791960097365849
32785	negative regulation of DNA-templated transcription, elongation	14	0.0785	0.0779723637287801
6448	regulation of translational elongation	18	0.0778	0.0771629466316106
6882	cellular zinc ion homeostasis	32	0.0777	0.0764195767845375
19321	pentose metabolic process	15	0.0773	0.0767529823804008
6336	DNA replication-independent nucleosome assembly	34	0.0762	0.0749098155416
184	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	116	0.0761	0.0715007160948538
72599	establishment of protein localization to endoplasmic reticulum	112	0.076	0.0716406443962423
34314	Arp2/3 complex-mediated actin nucleation	16	0.0758	0.0751959478979655
32007	negative regulation of TOR signaling	37	0.0742	0.072590292148187
61621	canonical glycolysis	27	0.0735	0.0724536697284753
51031	tRNA transport	35	0.0728	0.0713761353112174
43330	response to exogenous dsRNA	43	0.0724	0.0706064106294982
70106	interleukin-27-mediated signaling pathway	11	0.0715	0.0710999249081121
1732	formation of cytoplasmic translation initiation complex	16	0.0709	0.0703190118843532
32008	positive regulation of TOR signaling	39	0.0697	0.0681486068969047
7099	centriole replication	18	0.0693	0.0685780439181208
34724	DNA replication-independent nucleosome organization	35	0.0691	0.0677848236601939
36109	alpha-linolenic acid metabolic process	13	0.0689	0.0684312423905385
55069	zinc ion homeostasis	34	0.0687	0.0673612635968909
61615	glycolytic process through fructose-6-phosphate	28	0.0682	0.067111550868746
43984	histone H4-K16 acetylation	19	0.0676	0.0669316047298536
10847	regulation of chromatin assembly	19	0.0667	0.0659229603691459
9247	glycolipid biosynthetic process	65	0.0655	0.0630280678938874
43981	histone H4-K5 acetylation	15	0.0651	0.064571876792882
43982	histone H4-K8 acetylation	15	0.0651	0.064571876792882
90399	replicative senescence	13	0.0647	0.0641178469322328
51452	intracellular pH reduction	46	0.064	0.0622693767737336
43039	tRNA aminoacylation	28	0.0628	0.0617805215900421
45851	pH reduction	49	0.061	0.0590686494160898
42558	pteridine-containing compound metabolic process	32	0.0601	0.0588762354851394
2000234	positive regulation of rRNA processing	9	0.0597	0.0593807553979474
61952	midbody abscission	17	0.0594	0.0587194604915246
1904357	negative regulation of telomere maintenance via telomere lengthening	24	0.0587	0.057803984447699
34162	toll-like receptor 9 signaling pathway	15	0.0578	0.0572068858089425
35542	regulation of SNARE complex assembly	9	0.0559	0.0555642045352788
45333	cellular respiration	140	0.0559	0.0504356230030461
70127	tRNA aminoacylation for mitochondrial protein translation	7	0.0556	0.0554043937336111
6007	glucose catabolic process	31	0.0555	0.0542852697597894
42168	heme metabolic process	31	0.0555	0.0542735073346008
6384	transcription initiation from RNA polymerase III promoter	11	0.0552	0.0548510741050419
6413	translational initiation	138	0.0545	0.0491940547991271
6335	DNA replication-dependent nucleosome assembly	8	0.0539	0.0536466226880522
30101	natural killer cell activation	54	0.0525	0.0502874772971815
43331	response to dsRNA	50	0.0525	0.0503884515745448
71276	cellular response to cadmium ion	37	0.052	0.0504144305386772
6695	cholesterol biosynthetic process	40	0.0514	0.0497836992609319
34508	centromere complex assembly	33	0.0514	0.0501584735107424
43248	proteasome assembly	12	0.0514	0.050929751815831
9156	ribonucleoside monophosphate biosynthetic process	31	0.0502	0.0490543904447157
6144	purine nucleobase metabolic process	22	0.0498	0.0489972623575405
70972	protein localization to endoplasmic reticulum	136	0.049	0.0436693410292334
289	nuclear-transcribed mRNA poly(A) tail shortening	19	0.0483	0.0475755656707259
33540	fatty acid beta-oxidation using acyl-CoA oxidase	15	0.0482	0.0476373790934063
43968	histone H2A acetylation	16	0.048	0.0474362225868861
6418	tRNA aminoacylation for protein translation	26	0.0477	0.0467780021908198
45324	late endosome to vacuole transport	23	0.0473	0.0464311341498005
10586	miRNA metabolic process	19	0.0469	0.0461545422234377
43276	anoikis	11	0.0469	0.0463956846659078
90657	telomeric loop disassembly	9	0.0465	0.0461716731397631
35518	histone H2A monoubiquitination	16	0.0464	0.0458435165852084
6099	tricarboxylic acid cycle	34	0.0459	0.0446516730213818
6625	protein targeting to peroxisome	68	0.0457	0.043015243353062
10603	regulation of cytoplasmic mRNA processing body assembly	9	0.0457	0.0453716288993957
72663	establishment of protein localization to peroxisome	68	0.0457	0.043015243353062
422	autophagy of mitochondrion	37	0.0453	0.0438521392598202
6222	UMP biosynthetic process	10	0.0453	0.0449685556600239
16180	snRNA processing	24	0.0451	0.044214131370054
60337	type I interferon signaling pathway	65	0.0451	0.042783287891156
71357	cellular response to type I interferon	65	0.0451	0.042783287891156
70862	negative regulation of protein exit from endoplasmic reticulum	10	0.045	0.0446274740667539
34198	cellular response to amino acid starvation	41	0.0446	0.0428522154709636
35459	vesicle cargo loading	23	0.0443	0.0434626213501374
70757	interleukin-35-mediated signaling pathway	11	0.0443	0.0438753032155351
6497	protein lipidation	85	0.0441	0.0408674074977864
6312	mitotic recombination	17	0.0435	0.0428448455464324
6383	transcription by RNA polymerase III	34	0.0431	0.0418171140366675
22900	electron transport chain	156	0.043	0.0368613532655943
90382	phagosome maturation	44	0.0428	0.0410278331592518
18279	protein N-linked glycosylation via asparagine	30	0.0426	0.0414858967877706
46755	viral budding	26	0.0425	0.0414964302271945
1901661	quinone metabolic process	32	0.0421	0.0409076831466645
43486	histone exchange	41	0.042	0.0403917330386964
32527	protein exit from endoplasmic reticulum	25	0.0419	0.0409452792755047
51156	glucose 6-phosphate metabolic process	23	0.0419	0.0410312069267494
6999	nuclear pore organization	14	0.0418	0.0412328092992614
46688	response to copper ion	39	0.0416	0.0399496686105435
34497	protein localization to phagophore assembly site	11	0.0413	0.0408805866929823
45792	negative regulation of cell size	10	0.0413	0.0407852490369963
31293	membrane protein intracellular domain proteolysis	19	0.0409	0.0400813575751723
31054	pre-miRNA processing	12	0.0408	0.0403947431091126
7031	peroxisome organization	78	0.0402	0.0371558150275815
97502	mannosylation	31	0.0402	0.0390944005348278
34340	response to type I interferon	69	0.0399	0.0373635234561847
98534	centriole assembly	23	0.0399	0.0390142062054412
6778	porphyrin-containing compound metabolic process	38	0.0398	0.0383164206568085
42158	lipoprotein biosynthetic process	90	0.0397	0.0362224380035397
32511	late endosome to vacuole transport via multivesicular body sorting pathway	16	0.0393	0.0387120513271676
34383	low-density lipoprotein particle clearance	24	0.0393	0.0383565278342058
7007	inner mitochondrial membrane organization	25	0.039	0.0380106812541527
32205	negative regulation of telomere maintenance	33	0.039	0.0377197859492311
43162	ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	23	0.039	0.038091143804415
36295	cellular response to increased oxygen levels	14	0.0389	0.0383278048092064
16556	mRNA modification	22	0.0388	0.0380126468376345
1903432	regulation of TORC1 signaling	33	0.0388	0.0374214185574165
45	autophagosome assembly	57	0.0387	0.0363723190415469
6891	intra-Golgi vesicle-mediated transport	31	0.0387	0.037492695254333
1990928	response to amino acid starvation	44	0.0386	0.0366962729344164
966	RNA 5'-end processing	21	0.0385	0.0377584435792507
70423	nucleotide-binding oligomerization domain containing signaling pathway	26	0.0385	0.0373434424680047
72425	signal transduction involved in G2 DNA damage checkpoint	10	0.0385	0.0380848570718793
46034	ATP metabolic process	167	0.0382	0.0315835342633973
75733	intracellular transport of virus	52	0.0382	0.0361387888870436
1672	regulation of chromatin assembly or disassembly	24	0.0377	0.0367184783156588
6734	NADH metabolic process	37	0.0373	0.0359024276299732
51383	kinetochore organization	16	0.037	0.0363842916146642
16126	sterol biosynthetic process	48	0.0368	0.0348448401620895
32984	protein-containing complex disassembly	225	0.0367	0.0277228796474482
50435	amyloid-beta metabolic process	18	0.0365	0.0358109340507564
6271	DNA strand elongation involved in DNA replication	18	0.0359	0.0352407171378381
35872	nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway	27	0.0357	0.0345154468551586
34243	regulation of transcription elongation from RNA polymerase II promoter	30	0.0353	0.0341489859336763
8299	isoprenoid biosynthetic process	26	0.0352	0.0342364390349558
1905037	autophagosome organization	60	0.0349	0.0324788123446225
6612	protein targeting to membrane	163	0.0347	0.0284057736875915
33523	histone H2B ubiquitination	10	0.0347	0.0342926782923795
956	nuclear-transcribed mRNA catabolic process	186	0.0346	0.0272841497416578
6487	protein N-linked glycosylation	76	0.0346	0.0317439103322624
1902410	mitotic cytokinetic process	21	0.0345	0.0336638965995596
33314	mitotic DNA replication checkpoint	10	0.0343	0.033952166434691
70129	regulation of mitochondrial translation	25	0.034	0.0330350478657793
6978	DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator	14	0.0339	0.0333306398581993
6270	DNA replication initiation	31	0.0337	0.0325006172623432
9124	nucleoside monophosphate biosynthetic process	41	0.0336	0.0320003031175689
6096	glycolytic process	40	0.0334	0.0318235384110263
2000765	regulation of cytoplasmic translation	27	0.0334	0.0322861042159842
6388	tRNA splicing, via endonucleolytic cleavage and ligation	14	0.0332	0.0326471414774813
6084	acetyl-CoA metabolic process	30	0.0329	0.031736474856793
6206	pyrimidine nucleobase metabolic process	21	0.0329	0.032047820690271
45540	regulation of cholesterol biosynthetic process	44	0.0329	0.0311398808390888
2286	T cell activation involved in immune response	65	0.0327	0.029954867601184
70131	positive regulation of mitochondrial translation	16	0.0327	0.0321605857102815
76	DNA replication checkpoint	17	0.0326	0.0319307232281437
32509	endosome transport via multivesicular body sorting pathway	33	0.0326	0.0313072351680423
42982	amyloid precursor protein metabolic process	19	0.0325	0.0317043415471414
52695	cellular glucuronidation	17	0.0324	0.0317921474228666
10043	response to zinc ion	53	0.032	0.0298263451680071
9060	aerobic respiration	70	0.0319	0.0292499893535943
6757	ATP generation from ADP	41	0.0318	0.0302402575630956
43247	telomere maintenance in response to DNA damage	10	0.0314	0.0310345962177409
50690	regulation of defense response to virus by virus	29	0.0313	0.0301367856546324
6362	transcription elongation from RNA polymerase I promoter	29	0.031	0.0298742163520774
43966	histone H3 acetylation	41	0.0309	0.0292667153811476
33260	nuclear DNA replication	42	0.0304	0.0287680400440651
65002	intracellular protein transmembrane transport	50	0.0304	0.02843434568182
6402	mRNA catabolic process	206	0.0301	0.0218967829172051
32801	receptor catabolic process	26	0.0301	0.0290537751563896
6047	UDP-N-acetylglucosamine metabolic process	16	0.03	0.0294121157444001
10592	positive regulation of lamellipodium assembly	24	0.0298	0.0288321603748267
9235	cobalamin metabolic process	19	0.0297	0.0290443618789351
32006	regulation of TOR signaling	88	0.0297	0.0259868339843921
15980	energy derivation by oxidation of organic compounds	202	0.0296	0.0216543212555702
42772	DNA damage response, signal transduction resulting in transcription	15	0.0296	0.0289836251467239
51298	centrosome duplication	30	0.0295	0.0282756362298186
6363	termination of RNA polymerase I transcription	29	0.0293	0.0282272952890489
39702	viral budding via host ESCRT complex	21	0.0291	0.0282364551646384
45010	actin nucleation	26	0.0289	0.0278523656614501
45869	negative regulation of single stranded viral RNA replication via double stranded DNA intermediate	14	0.0289	0.0283958936547002
6400	tRNA modification	80	0.0288	0.0257633674644777
32048	cardiolipin metabolic process	14	0.0288	0.0282685986081563
1903541	regulation of exosomal secretion	17	0.0286	0.0279306562957183
43928	exonucleolytic catabolism of deadenylated mRNA	32	0.0284	0.0271953944714542
30150	protein import into mitochondrial matrix	18	0.0283	0.0276179779837579
9220	pyrimidine ribonucleotide biosynthetic process	21	0.0281	0.0273160393459437
33522	histone H2A ubiquitination	21	0.028	0.0271704422661526
6268	DNA unwinding involved in DNA replication	13	0.0278	0.0273153476659291
7084	mitotic nuclear envelope reassembly	10	0.0275	0.0271349086539492
43967	histone H4 acetylation	52	0.0273	0.0252562643848169
72583	clathrin-dependent endocytosis	29	0.0271	0.0260008669858786
712	resolution of meiotic recombination intermediates	14	0.0269	0.026361156883783
6684	sphingomyelin metabolic process	13	0.0269	0.0264459257413542
19674	NAD metabolic process	45	0.0269	0.0251664971335831
43044	ATP-dependent chromatin remodeling	72	0.0268	0.0240319660283688
9225	nucleotide-sugar metabolic process	35	0.0267	0.0253908642930362
71104	response to interleukin-9	9	0.0267	0.0263386892692553
32924	activin receptor signaling pathway	24	0.0266	0.0255911988671267
1900740	positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway	26	0.0265	0.0253741598653629
60389	pathway-restricted SMAD protein phosphorylation	13	0.0263	0.0256942405557073
1904152	regulation of retrograde protein transport, ER to cytosol	13	0.0263	0.025853229767946
1904668	positive regulation of ubiquitin protein ligase activity	12	0.0263	0.0258507856899376
6750	glutathione biosynthetic process	13	0.0262	0.0257545694326707
16925	protein sumoylation	62	0.0262	0.0237419468678662
6664	glycolipid metabolic process	105	0.0261	0.0219917310470647
10499	proteasomal ubiquitin-independent protein catabolic process	22	0.0261	0.0251680239675087
32148	activation of protein kinase B activity	32	0.026	0.0245416561944113
32201	telomere maintenance via semi-conservative replication	24	0.026	0.0250523761033962
6401	RNA catabolic process	237	0.0259	0.016496027917873
34315	regulation of Arp2/3 complex-mediated actin nucleation	20	0.0259	0.0251285409578357
16073	snRNA metabolic process	33	0.0258	0.0245611137497488
51204	protein insertion into mitochondrial membrane	18	0.0258	0.0250497512600813
6360	transcription by RNA polymerase I	37	0.0255	0.0240909576834153
291	nuclear-transcribed mRNA catabolic process, exonucleolytic	34	0.0253	0.023974103822394
10390	histone monoubiquitination	27	0.0253	0.0242327707953996
42157	lipoprotein metabolic process	119	0.0253	0.0207062110447655
70262	peptidyl-serine dephosphorylation	14	0.0247	0.0241403218445572
45116	protein neddylation	13	0.0244	0.0239762240978988
6361	transcription initiation from RNA polymerase I promoter	34	0.0243	0.0229839421279981
30166	proteoglycan biosynthetic process	61	0.0243	0.0220071992500934
1901030	positive regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway	34	0.0241	0.0226276040153522
1903265	positive regulation of tumor necrosis factor-mediated signaling pathway	9	0.0239	0.0235292478580855
6661	phosphatidylinositol biosynthetic process	108	0.0238	0.0195373444476572
46651	lymphocyte proliferation	82	0.0238	0.0203791406852214
32968	positive regulation of transcription elongation from RNA polymerase II promoter	17	0.0236	0.0229648728863781
71985	multivesicular body sorting pathway	39	0.0236	0.022022444185263
32943	mononuclear cell proliferation	83	0.0233	0.0198153045125536
22616	DNA strand elongation	22	0.023	0.0221818657946297
48268	clathrin coat assembly	18	0.023	0.0222805887274383
6739	NADP metabolic process	29	0.0229	0.0218142496383648
46031	ADP metabolic process	49	0.0229	0.0210018782377102
46134	pyrimidine nucleoside biosynthetic process	14	0.0229	0.0223517683829119
46686	response to cadmium ion	62	0.0229	0.0202115916447585
71806	protein transmembrane transport	57	0.0228	0.0205766297644825
6094	gluconeogenesis	44	0.0225	0.0207708165741424
35269	protein O-linked mannosylation	14	0.0225	0.0219751987094377
31929	TOR signaling	27	0.0224	0.0213408573424295
38096	Fc-gamma receptor signaling pathway involved in phagocytosis	70	0.0224	0.0193874856870568
6090	pyruvate metabolic process	69	0.0218	0.0191082896057526
6826	iron ion transport	70	0.0218	0.0190018970209934
2431	Fc receptor mediated stimulatory signaling pathway	72	0.0214	0.0182990426588281
1904886	beta-catenin destruction complex disassembly	21	0.0213	0.0203938942707759
42254	ribosome biogenesis	270	0.0212	0.010702874293931
2181	cytoplasmic translation	70	0.0211	0.0184158414983574
70498	interleukin-1-mediated signaling pathway	95	0.021	0.0169539667965088
8033	tRNA processing	117	0.0208	0.0163309116384754
38094	Fc-gamma receptor signaling pathway	73	0.0208	0.0176401986386493
725	recombinational repair	94	0.0206	0.0169452334738847
90181	regulation of cholesterol metabolic process	58	0.0206	0.0182571014771579
60544	regulation of necroptotic process	17	0.0205	0.0198367152994252
106074	aminoacyl-tRNA metabolism involved in translational fidelity	8	0.0205	0.020227003205507
2000279	negative regulation of DNA biosynthetic process	37	0.0205	0.0189078061544607
6283	transcription-coupled nucleotide-excision repair	73	0.0204	0.017470604754207
16574	histone ubiquitination	38	0.0204	0.0189618141308306
19319	hexose biosynthetic process	47	0.0201	0.018185090043857
2753	cytoplasmic pattern recognition receptor signaling pathway	35	0.02	0.0184863907764562
7062	sister chromatid cohesion	37	0.02	0.0185653193810935
2000232	regulation of rRNA processing	13	0.0199	0.0194065955482967
90150	establishment of protein localization to membrane	258	0.0198	0.00949478996409408
724	double-strand break repair via homologous recombination	93	0.0197	0.0160886198513608
16601	Rac protein signal transduction	20	0.0197	0.0188655499027888
70198	protein localization to chromosome, telomeric region	16	0.0197	0.0190329297170587
1904874	positive regulation of telomerase RNA localization to Cajal body	15	0.0197	0.0191106995291806
6364	rRNA processing	197	0.0196	0.0119969115959071
70102	interleukin-6-mediated signaling pathway	16	0.0196	0.0189535027174047
1904380	endoplasmic reticulum mannose trimming	15	0.0196	0.0190181636956187
2183	cytoplasmic translational initiation	27	0.0195	0.018490545577506
32367	intracellular cholesterol transport	15	0.0194	0.0187959678869446
1904293	negative regulation of ERAD pathway	14	0.0194	0.0188290831456016
6368	transcription elongation from RNA polymerase II promoter	66	0.0191	0.0164859488289832
90114	COPII-coated vesicle budding	67	0.019	0.0163336464535021
7249	I-kappaB kinase/NF-kappaB signaling	70	0.0189	0.0159253006958983
61912	selective autophagy	19	0.0189	0.0181585311771576
45091	regulation of single stranded viral RNA replication via double stranded DNA intermediate	17	0.0188	0.0181164131750956
16072	rRNA metabolic process	207	0.0187	0.0107309897143587
51127	positive regulation of actin nucleation	20	0.0187	0.0179249005932865
6399	tRNA metabolic process	155	0.0186	0.0126488446238873
6334	nucleosome assembly	78	0.0185	0.0155082158178203
70661	leukocyte proliferation	95	0.0185	0.0144116433656672
6521	regulation of cellular amino acid metabolic process	62	0.0182	0.0155598754520504
16573	histone acetylation	101	0.0182	0.0142063098388094
19068	virion assembly	40	0.0182	0.0165666542801327
42273	ribosomal large subunit biogenesis	69	0.0182	0.0154888494423712
71501	cellular response to sterol depletion	10	0.0182	0.017820444148025
6165	nucleoside diphosphate phosphorylation	58	0.018	0.0157209873859899
2755	MyD88-dependent toll-like receptor signaling pathway	32	0.0179	0.0165623723476728
32786	positive regulation of DNA-templated transcription, elongation	31	0.0179	0.0167220529553625
1900034	regulation of cellular response to heat	76	0.0177	0.0145092168010687
6626	protein targeting to mitochondrion	52	0.0176	0.0155442658485351
48011	neurotrophin TRK receptor signaling pathway	20	0.0175	0.0166119531705906
6029	proteoglycan metabolic process	86	0.0174	0.0139975903315093
7250	activation of NF-kappaB-inducing kinase activity	17	0.0174	0.016688981993905
42149	cellular response to glucose starvation	42	0.0174	0.015550984120789
2479	antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent	73	0.0173	0.0145000470141151
10165	response to X-ray	29	0.0173	0.0160538323377751
18393	internal peptidyl-lysine acetylation	105	0.0173	0.0130902950142534
46939	nucleotide phosphorylation	60	0.0173	0.0149215320141514
51307	meiotic chromosome separation	18	0.0173	0.0165921448160626
30422	production of siRNA involved in RNA interference	10	0.0172	0.0168786935922309
18394	peptidyl-lysine acetylation	108	0.0169	0.0125857676184665
32366	intracellular sterol transport	16	0.0169	0.0162718105682406
1901750	leukotriene D4 biosynthetic process	6	0.0169	0.0167411138263817
38061	NIK/NF-kappaB signaling	79	0.0168	0.0134159211121339
42776	mitochondrial ATP synthesis coupled proton transport	3	0.0168	0.0167344027746625
51453	regulation of intracellular pH	85	0.0168	0.0133935492238918
1903008	organelle disassembly	60	0.0168	0.0143477281400659
288	nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	54	0.0167	0.0146200830954395
34381	plasma lipoprotein particle clearance	40	0.0167	0.0151087407837893
1902745	positive regulation of lamellipodium organization	31	0.0167	0.015403453974324
723	telomere maintenance	89	0.0165	0.0130254662594341
6310	DNA recombination	196	0.0165	0.00875129123415611
6354	DNA-templated transcription, elongation	82	0.0164	0.0131682535123748
70317	negative regulation of G0 to G1 transition	37	0.0164	0.0149955139854292
470	maturation of LSU-rRNA	27	0.0163	0.0153282662727396
1711	endodermal cell fate commitment	13	0.0163	0.0158279463988496
7131	reciprocal meiotic recombination	46	0.0163	0.0144970964142742
16236	macroautophagy	149	0.0163	0.010199336747537
30183	B cell differentiation	104	0.0161	0.0117457382452685
70525	tRNA threonylcarbamoyladenosine metabolic process	14	0.0161	0.0156265007324846
6475	internal protein amino acid acetylation	110	0.016	0.0115999826060116
30641	regulation of cellular pH	91	0.016	0.0123049649983694
1902036	regulation of hematopoietic stem cell differentiation	72	0.0159	0.012778898482946
31145	anaphase-promoting complex-dependent catabolic process	81	0.0158	0.0124040063925579
90151	establishment of protein localization to mitochondrial membrane	22	0.0158	0.0149046183888284
32200	telomere organization	90	0.0157	0.0120990424264571
35825	homologous recombination	47	0.0157	0.0138672134493994
6266	DNA ligation	12	0.0156	0.015108059065984
6509	membrane protein ectodomain proteolysis	22	0.0156	0.0146872155250821
16075	rRNA catabolic process	19	0.0156	0.0148994515452438
46599	regulation of centriole replication	21	0.0156	0.014743627191052
48208	COPII vesicle coating	61	0.0156	0.0131433121202566
61418	regulation of transcription from RNA polymerase II promoter in response to hypoxia	75	0.0156	0.0123005951143905
398	mRNA splicing, via spliceosome	282	0.0155	0.00458747382237749
35329	hippo signaling	27	0.0155	0.0144718498752406
42590	antigen processing and presentation of exogenous peptide antigen via MHC class I	78	0.0155	0.0124309325504909
48194	Golgi vesicle budding	75	0.0155	0.0125193175507259
6302	double-strand break repair	169	0.0154	0.00870358146566085
7032	endosome organization	70	0.0154	0.0125920406727443
6110	regulation of glycolytic process	75	0.0153	0.0121027963382219
38093	Fc receptor signaling pathway	171	0.0152	0.00785630952442559
