"","ID","Name","Length","AUPRC_depmap","AUPRC_gin","AUPRC_bionic","subtract_bionic_depmap_auprc","subtract_bionic_gin_auprc","subtract_depmap_gin_auprc","Fraction_mito","Mito_genes","Fraction_essential","Essential_genes"
"21",10324,"membrane invagination",52,0.0021,0.0027,0.0021,0,-6e-04,-6e-04,0.0192307692307692,"SPIRE1",0.0576923076923077,"AURKB;CDC42;CHMP2A"
"22",10332,"response to gamma radiation",52,0.004,0.0032,0.0047,7e-04,0.0015,8e-04,0.134615384615385,"BAK1;BAX;BCL2;BCL2L1;GPX1;POLB;POLG",0.0769230769230769,"HSPA5;MYC;RPL26;XRCC6"
"23",10359,"regulation of anion channel activity",7,3e-04,2e-04,3e-04,0,1e-04,1e-04,0,"",0,""
"24",10389,"regulation of G2/M transition of mitotic cell cycle",192,0.0163,0.0111,0.0123,-0.004,0.0012,0.0052,0.0208333333333333,"PRKACA;SMARCD3;YWHAE;YWHAG",0.28125,"AURKA;AURKB;BRD4;CDC6;CDC7;CDK1;CKAP5;CUL1;DONSON;DTL;DYNC1H1;DYNC1I2;FBXO5;HAUS1;HAUS5;HAUS6;NAE1;NEDD1;PAFAH1B1;PLK1;PLK4;PPP2R1A;PSMA1;PSMA2;PSMA3;PSMA4;PSMA5;PSMA6;PSMA7;PSMB2;PSMB3;PSMB4;PSMB5;PSMB6;PSMC2;PSMC3;PSMC5;PSMC6;PSMD1;PSMD11;PSMD13;PSMD14;PSMD2;PSMD3;PSMD4;PSMD6;PSMD7;RAD21;SYF2;TICRR;TPX2;TUBB;TUBG1;ZNF830"
"25",10390,"histone monoubiquitination",27,0.0143,0.0075,0.0253,0.011,0.0178,0.0068,0,"",0.037037037037037,"DDB1"
"26",10447,"response to acidic pH",23,0.001,0.001,9e-04,-1e-04,-1e-04,0,0,"",0,""
"27",10452,"histone H3-K36 methylation",8,3e-04,3e-04,3e-04,0,0,0,0,"",0,""
"28",10453,"regulation of cell fate commitment",30,0.0013,0.0012,0.0013,0,1e-04,1e-04,0,"",0,""
"29",10454,"negative regulation of cell fate commitment",12,5e-04,4e-04,5e-04,0,1e-04,1e-04,0,"",0,""
"30",10457,"centriole-centriole cohesion",10,0.006,3e-04,3e-04,-0.0057,0,0.0057,0,"",0,""
"31",10458,"exit from mitosis",11,0.0033,0.0037,0.0082,0.0049,0.0045,-4e-04,0,"",0.181818181818182,"CHMP2A;CTDP1"
"32",10459,"negative regulation of heart rate",11,5e-04,4e-04,6e-04,9.99999999999999e-05,2e-04,1e-04,0,"",0,""
"33",10460,"positive regulation of heart rate",25,0.0011,0.001,0.0011,0,1e-04,1e-04,0,"",0.04,"ATP2A2"
"34",10463,"mesenchymal cell proliferation",16,8e-04,8e-04,7e-04,-1e-04,-1e-04,0,0,"",0,""
"35",10464,"regulation of mesenchymal cell proliferation",33,0.0018,0.0016,0.0016,-2e-04,0,2e-04,0,"",0.0303030303030303,"MYC"
"36",10466,"negative regulation of peptidase activity",245,0.0105,0.0103,0.0103,-0.000200000000000001,0,0.000200000000000001,0.036734693877551,"AKT1;FABP1;GPX1;PARK7;PRDX3;PRDX5;SFN;TRIAP1;YWHAE",0.0244897959183673,"BIRC5;DDX3X;GAPDH;IGBP1;NLE1;TRIAP1"
"37",10469,"regulation of signaling receptor activity",163,0.0068,0.0065,0.007,0.000200000000000001,5e-04,3e-04,0.0245398773006135,"MED1;MEF2C;PINK1;PPARGC1A",0.0122699386503067,"CHMP6;VPS25"
"38",10470,"regulation of gastrulation",36,0.0018,0.0028,0.0021,3e-04,-7e-04,-0.001,0,"",0.0277777777777778,"WNK1"
"39",10499,"proteasomal ubiquitin-independent protein catabolic process",22,0.0349,0.0026,0.0261,-0.0088,0.0235,0.0323,0,"",0.545454545454545,"PSMA1;PSMA2;PSMA3;PSMA4;PSMA5;PSMA6;PSMA7;PSMB2;PSMB3;PSMB4;PSMB5;PSMB6"
"40",10507,"negative regulation of autophagy",78,0.0036,0.0041,0.0035,-9.99999999999998e-05,-6e-04,-5e-04,0.0897435897435897,"AKT1;BCL2;HTRA2;MCL1;PINK1;TSPO;USP30",0.0512820512820513,"MTOR;SCFD1;SNRNP70;USP36"
"41",10508,"positive regulation of autophagy",121,0.0062,0.0062,0.0058,-4e-04,-4e-04,0,0.0991735537190083,"BAD;BCL2L11;BNIP3;BNIP3L;MFN2;MUL1;PARK7;PINK1;PRKAA2;SPTLC2;TOMM7;VPS13D",0.0330578512396694,"CDC37;HUWE1;SUPT5H;VPS13D"
"42",10517,"regulation of phospholipase activity",70,0.0031,0.0031,0.0034,3e-04,3e-04,0,0,"",0,""
"43",10518,"positive regulation of phospholipase activity",58,0.0027,0.0026,0.0031,4e-04,5e-04,1e-04,0,"",0,""
"44",10522,"regulation of calcium ion transport into cytosol",96,0.0044,0.0042,0.0044,0,0.000200000000000001,0.000200000000000001,0.0416666666666667,"BAK1;BAX;BCL2;PRKACA",0,""
"45",10523,"negative regulation of calcium ion transport into cytosol",17,0.001,7e-04,9e-04,-1e-04,2e-04,3e-04,0.0588235294117647,"BCL2",0,""
"46",10524,"positive regulation of calcium ion transport into cytosol",54,0.0025,0.0024,0.0025,0,1e-04,1e-04,0.037037037037037,"BAK1;BAX",0,""
"47",10529,"negative regulation of transposition",22,0.0036,0.0011,0.0022,-0.0014,0.0011,0.0025,0,"",0,""
"48",10543,"regulation of platelet activation",34,0.0015,0.0016,0.0015,0,-1e-04,-1e-04,0.0294117647058824,"ABAT",0,""
"49",10544,"negative regulation of platelet activation",19,9e-04,9e-04,7e-04,-2e-04,-2e-04,0,0.0526315789473684,"ABAT",0,""
"50",10559,"regulation of glycoprotein biosynthetic process",41,0.002,0.0016,0.0019,-1e-04,3e-04,4e-04,0.024390243902439,"BCL2",0,""
"51",10560,"positive regulation of glycoprotein biosynthetic process",21,0.0015,0.001,0.0015,0,5e-04,5e-04,0,"",0,""
"52",10565,"regulation of cellular ketone metabolic process",172,0.0111,0.0085,0.0092,-0.0019,0.000699999999999999,0.0026,0.191860465116279,"ABCD1;ABCD2;ACACB;ACADL;ACADVL;AKT1;AKT2;COMT;COQ3;CPT1A;FABP1;GSTZ1;MLYCD;NR1D1;PANK2;PARK7;PDK1;PDK2;PDK3;PDK4;PDP1;PDP2;PDPR;PPARA;PPARD;PPARGC1A;PPTC7;PRKAA2;PRKAB2;PRKAG2;SIRT4;SIRT5;STAR",0.162790697674419,"EIF6;MTOR;PSMA1;PSMA2;PSMA3;PSMA4;PSMA5;PSMA6;PSMA7;PSMB2;PSMB3;PSMB4;PSMB5;PSMB6;PSMC2;PSMC3;PSMC5;PSMC6;PSMD1;PSMD11;PSMD13;PSMD14;PSMD2;PSMD3;PSMD4;PSMD6;PSMD7;SCAP"
"53",10566,"regulation of ketone biosynthetic process",17,8e-04,7e-04,7e-04,-1e-04,0,1e-04,0.235294117647059,"COQ3;PPARGC1A;PPTC7;SIRT5",0,""
"54",10569,"regulation of double-strand break repair via homologous recombination",39,0.0019,0.0029,0.0019,0,-0.001,-0.001,0.0256410256410256,"POLQ",0.179487179487179,"ACTR2;CHEK1;MAD2L2;MMS19;PPP4C;RPA2;TIMELESS"
"55",10574,"regulation of vascular endothelial growth factor production",31,0.0014,0.0014,0.0014,0,0,0,0,"",0.032258064516129,"NUTF2"
"56",10575,"positive regulation of vascular endothelial growth factor production",28,0.0012,0.0013,0.0013,1e-04,0,-1e-04,0,"",0,""
"57",10586,"miRNA metabolic process",19,0.0034,9e-04,0.0469,0.0435,0.046,0.0025,0.0526315789473684,"SND1",0.0526315789473684,"RAN"
"58",10591,"regulation of lamellipodium assembly",34,0.0235,0.0074,0.0147,-0.0088,0.0073,0.0161,0,"",0.147058823529412,"ACTR2;CAPZB;CDC42;DNM2;MTOR"
"59",10592,"positive regulation of lamellipodium assembly",24,0.0459,0.0135,0.0298,-0.0161,0.0163,0.0324,0,"",0.166666666666667,"ACTR2;CDC42;DNM2;MTOR"
"60",10594,"regulation of endothelial cell migration",155,0.0075,0.0073,0.0072,-3e-04,-1e-04,2e-04,0.032258064516129,"AKT1;AKT3;MAPK14;MEF2C;SYNJ2BP",0.0129032258064516,"CSNK2B;NUS1"
"61",10595,"positive regulation of endothelial cell migration",96,0.0046,0.0046,0.0045,-1e-04,-1e-04,0,0.03125,"AKT1;AKT3;MAPK14",0.0104166666666667,"NUS1"
"62",10596,"negative regulation of endothelial cell migration",50,0.0025,0.0022,0.0025,0,3e-04,3e-04,0.04,"MEF2C;SYNJ2BP",0.02,"CSNK2B"
"63",106027,"neuron projection organization",40,0.0017,0.0019,0.0019,2e-04,0,-2e-04,0.075,"ABCD1;ABCD2;PICK1",0.025,"CDC42"
"64",10603,"regulation of cytoplasmic mRNA processing body assembly",9,0.0198,0.0148,0.0457,0.0259,0.0309,0.005,0,"",0,""
"65",106030,"neuron projection fasciculation",23,0.0015,0.001,0.001,-5e-04,0,5e-04,0.0434782608695652,"CASP3",0,""
"66",106049,"regulation of cellular response to osmotic stress",11,5e-04,5e-04,5e-04,0,0,0,0.454545454545455,"BAD;EFHD1;LETM1;MICU1;SLC25A23",0.0909090909090909,"LETM1"
"67",106056,"regulation of calcineurin-mediated signaling",33,0.0014,0.0015,0.0013,-1e-04,-2e-04,-1e-04,0,"",0.0606060606060606,"CHERP;MTOR"
"68",106070,"regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway",12,5e-04,6e-04,6e-04,9.99999999999999e-05,0,-9.99999999999999e-05,0,"",0,""
"69",106074,"aminoacyl-tRNA metabolism involved in translational fidelity",8,0.1033,0.0038,0.0205,-0.0828,0.0167,0.0995,0.625,"AARS2;IARS2;LARS2;TARS2;VARS2",0.125,"IARS2"
"70",10611,"regulation of cardiac muscle hypertrophy",54,0.0026,0.0026,0.0025,-9.99999999999998e-05,-9.99999999999998e-05,0,0.0185185185185185,"PPARA",0.0555555555555556,"CDK9;CTDP1;MTOR"
"71",10613,"positive regulation of cardiac muscle hypertrophy",28,0.0013,0.0019,0.0019,6e-04,0,-6e-04,0,"",0.0714285714285714,"CDK9;MTOR"
"72",10614,"negative regulation of cardiac muscle hypertrophy",26,0.0012,0.0012,0.0011,-9.99999999999998e-05,-9.99999999999998e-05,0,0.0384615384615385,"PPARA",0.0384615384615385,"CTDP1"
"73",10623,"programmed cell death involved in cell development",9,6e-04,4e-04,4e-04,-2e-04,0,2e-04,0.111111111111111,"BAX",0,""
"74",10631,"epithelial cell migration",80,0.0038,0.0038,0.0036,-2e-04,-2e-04,0,0.0375,"AKT1;GPX1;PPARD",0,""
"75",10632,"regulation of epithelial cell migration",217,0.0101,0.0101,0.0098,-3e-04,-3e-04,0,0.0230414746543779,"AKT1;AKT3;MAPK14;MEF2C;SYNJ2BP",0.0184331797235023,"CSNK2B;MTOR;NUS1;PTPN23"
"76",10633,"negative regulation of epithelial cell migration",67,0.0033,0.0031,0.0031,-2e-04,0,2e-04,0.0298507462686567,"MEF2C;SYNJ2BP",0.0298507462686567,"CSNK2B;PTPN23"
"77",10634,"positive regulation of epithelial cell migration",139,0.0065,0.0065,0.0064,-9.99999999999994e-05,-9.99999999999994e-05,0,0.0215827338129496,"AKT1;AKT3;MAPK14",0.0143884892086331,"MTOR;NUS1"
"78",10635,"regulation of mitochondrial fusion",9,6e-04,3e-04,3e-04,-3e-04,0,3e-04,0.777777777777778,"ADCK1;BNIP3;DNM1L;MUL1;OMA1;OPA1;PLD6",0,""
"79",10640,"regulation of platelet-derived growth factor receptor signaling pathway",23,0.001,0.001,9e-04,-1e-04,-1e-04,0,0,"",0,""
"80",10642,"negative regulation of platelet-derived growth factor receptor signaling pathway",13,6e-04,5e-04,5e-04,-9.99999999999999e-05,0,9.99999999999999e-05,0,"",0,""
"81",10644,"cell communication by electrical coupling",21,0.001,9e-04,9e-04,-1e-04,0,1e-04,0.0476190476190476,"PRKACA",0.0476190476190476,"ATP1A1"
"82",10649,"regulation of cell communication by electrical coupling",14,8e-04,8e-04,8e-04,0,0,0,0,"",0,""
"83",10656,"negative regulation of muscle cell apoptotic process",35,0.0015,0.0015,0.0015,0,0,0,0.0571428571428571,"SIRT4;SIRT5",0.0285714285714286,"PPP1R10"
"84",10664,"negative regulation of striated muscle cell apoptotic process",24,0.0011,0.001,9e-04,-2e-04,-1e-04,1e-04,0.0833333333333333,"SIRT4;SIRT5",0.0416666666666667,"PPP1R10"
"85",10665,"regulation of cardiac muscle cell apoptotic process",35,0.0016,0.0019,0.0014,-2e-04,-5e-04,-3e-04,0.0857142857142857,"BNIP3;SIRT4;SIRT5",0.0285714285714286,"PPP1R10"
"86",10666,"positive regulation of cardiac muscle cell apoptotic process",12,5e-04,6e-04,5e-04,0,-9.99999999999999e-05,-9.99999999999999e-05,0.0833333333333333,"BNIP3",0,""
"87",10667,"negative regulation of cardiac muscle cell apoptotic process",21,9e-04,9e-04,8e-04,-9.99999999999999e-05,-9.99999999999999e-05,0,0.0952380952380952,"SIRT4;SIRT5",0.0476190476190476,"PPP1R10"
"88",10669,"epithelial structure maintenance",24,9e-04,9e-04,0.001,1e-04,1e-04,0,0,"",0.0416666666666667,"ZNF830"
"89",10712,"regulation of collagen metabolic process",38,0.0017,0.0018,0.0017,0,-1e-04,-1e-04,0.0263157894736842,"PPARD",0,""
"90",10715,"regulation of extracellular matrix disassembly",14,5e-04,0.0025,8e-04,3e-04,-0.0017,-0.002,0,"",0,""
"91",10717,"regulation of epithelial to mesenchymal transition",81,0.0042,0.0039,0.0051,0.000900000000000001,0.0012,3e-04,0.0123456790123457,"SDHAF2",0.037037037037037,"MAD2L2;MTOR;PPP2CA"
"92",10718,"positive regulation of epithelial to mesenchymal transition",47,0.004,0.0024,0.0071,0.0031,0.0047,0.0016,0,"",0.0212765957446809,"MTOR"
"93",10719,"negative regulation of epithelial to mesenchymal transition",26,0.0011,0.0011,0.0011,0,0,0,0.0384615384615385,"SDHAF2",0.0769230769230769,"MAD2L2;PPP2CA"
"94",10737,"protein kinase A signaling",13,5e-04,5e-04,6e-04,9.99999999999999e-05,9.99999999999999e-05,0,0.0769230769230769,"PRKACA",0,""
"95",10738,"regulation of protein kinase A signaling",23,0.001,0.0011,9e-04,-1e-04,-2e-04,-1e-04,0.0434782608695652,"AKAP1",0,""
"96",10739,"positive regulation of protein kinase A signaling",9,3e-04,4e-04,3e-04,0,-1e-04,-1e-04,0,"",0,""
"97",10743,"regulation of macrophage derived foam cell differentiation",30,0.0013,0.0013,0.0014,1e-04,1e-04,0,0.0333333333333333,"PPARA",0,""
"98",10744,"positive regulation of macrophage derived foam cell differentiation",17,7e-04,7e-04,7e-04,0,0,0,0,"",0,""
"99",10745,"negative regulation of macrophage derived foam cell differentiation",13,7e-04,5e-04,0.0016,9e-04,0.0011,2e-04,0.0769230769230769,"PPARA",0,""
"100",10749,"regulation of nitric oxide mediated signal transduction",9,8e-04,0.0011,3e-04,-5e-04,-8e-04,-3e-04,0,"",0,""
"101",10752,"regulation of cGMP-mediated signaling",13,5e-04,5e-04,5e-04,0,0,0,0.0769230769230769,"PDE2A",0,""
"102",10758,"regulation of macrophage chemotaxis",23,9e-04,0.0013,0.001,1e-04,-3e-04,-4e-04,0.0434782608695652,"MAPK14",0,""
"103",10759,"positive regulation of macrophage chemotaxis",14,6e-04,8e-04,6e-04,0,-2e-04,-2e-04,0.0714285714285714,"MAPK14",0,""
"104",10761,"fibroblast migration",11,4e-04,5e-04,5e-04,1e-04,0,-1e-04,0,"",0,""
"105",10762,"regulation of fibroblast migration",32,0.002,0.0016,0.002,0,4e-04,4e-04,0.03125,"AKT1",0,""
"106",10763,"positive regulation of fibroblast migration",14,0.0036,0.0034,0.0037,1e-04,3e-04,2e-04,0.0714285714285714,"AKT1",0,""
"107",10765,"positive regulation of sodium ion transport",34,0.0014,0.0014,0.0015,1e-04,1e-04,0,0.0588235294117647,"AHCYL1;AKT1",0.0588235294117647,"DNM2;WNK1"
"108",10766,"negative regulation of sodium ion transport",18,6e-04,8e-04,9e-04,3e-04,9.99999999999999e-05,-2e-04,0,"",0.0555555555555556,"WNK1"
"109",10800,"positive regulation of peptidyl-threonine phosphorylation",30,0.0013,0.0015,0.0012,-1e-04,-3e-04,-2e-04,0.0333333333333333,"PRKAG2",0.0333333333333333,"PLK1"
"110",10801,"negative regulation of peptidyl-threonine phosphorylation",18,0.002,0.001,0.0038,0.0018,0.0028,0.001,0,"",0,""
"111",10803,"regulation of tumor necrosis factor-mediated signaling pathway",52,0.0047,0.0021,0.01,0.0053,0.0079,0.0026,0.0192307692307692,"CASP8",0.0192307692307692,"TRAIP"
"112",10804,"negative regulation of tumor necrosis factor-mediated signaling pathway",18,7e-04,8e-04,7e-04,0,-1e-04,-1e-04,0,"",0.0555555555555556,"TRAIP"
"113",10810,"regulation of cell-substrate adhesion",203,0.0106,0.0094,0.0095,-0.0011,9.99999999999994e-05,0.0012,0.0147783251231527,"ARL2;BCL2;C1QBP",0.0197044334975369,"ARL2;CDC42;DNM2;TBCD"
"114",10811,"positive regulation of cell-substrate adhesion",119,0.0073,0.0056,0.0061,-0.0012,5e-04,0.0017,0.0168067226890756,"ARL2;C1QBP",0.0252100840336134,"ARL2;CDC42;DNM2"
"115",10812,"negative regulation of cell-substrate adhesion",58,0.003,0.0027,0.0026,-4e-04,-1e-04,3e-04,0,"",0.0172413793103448,"TBCD"
"116",10818,"T cell chemotaxis",12,5e-04,4e-04,6e-04,9.99999999999999e-05,2e-04,1e-04,0,"",0,""
"117",10819,"regulation of T cell chemotaxis",17,7e-04,0.0011,0.0011,4e-04,0,-4e-04,0,"",0.0588235294117647,"WNK1"
"118",10820,"positive regulation of T cell chemotaxis",16,7e-04,9e-04,0.0011,4e-04,2e-04,-2e-04,0,"",0.0625,"WNK1"
"119",10821,"regulation of mitochondrion organization",183,0.0082,0.0091,0.0083,9.99999999999994e-05,-8e-04,-9e-04,0.371584699453552,"ACAA2;ADCK1;AKT1;BAD;BAK1;BAX;BBC3;BCL2;BCL2L1;BCL2L11;BCL2L2;BID;BIK;BNIP3;BNIP3L;BOK;CASP8;CHCHD10;DHODH;DNM1L;FAM162A;FIS1;FXN;GOLPH3;GPX1;HIGD1A;HTRA2;MCU;MFF;MFN2;MGARP;MIEF1;MIEF2;MPV17;MPV17L;MUL1;MYO19;OMA1;OPA1;PAM16;PARK7;PARL;PDE2A;PINK1;PLD6;PMAIP1;PPARGC1A;PPIF;PPP3CC;PPP3R1;PRELID1;RHOT1;RHOT2;SFN;SIRT4;SLC25A5;SPIRE1;TOMM7;TRIAP1;TSPO;USP30;VDAC1;VPS13D;YWHAB;YWHAE;YWHAG;YWHAH;YWHAQ",0.0491803278688525,"CDC37;HUWE1;PAM16;PRELID1;SAE1;TRIAP1;UBL5;USP36;VPS13D"
"120",10822,"positive regulation of mitochondrion organization",113,0.0051,0.0065,0.0056,5e-04,-9e-04,-0.0014,0.371681415929204,"ADCK1;BAD;BAK1;BAX;BBC3;BCL2;BCL2L11;BID;BIK;BNIP3;BOK;CASP8;CHCHD10;DNM1L;FAM162A;FIS1;HTRA2;MCU;MFF;MFN2;MGARP;MIEF1;MIEF2;MUL1;OPA1;PARK7;PINK1;PLD6;PMAIP1;PPARGC1A;PPIF;PPP3CC;PPP3R1;SFN;SPIRE1;TOMM7;VPS13D;YWHAB;YWHAE;YWHAG;YWHAH;YWHAQ",0.0530973451327434,"CDC37;HUWE1;SAE1;UBL5;USP36;VPS13D"
"121",10823,"negative regulation of mitochondrion organization",56,0.0028,0.0028,0.0026,-2e-04,-2e-04,0,0.482142857142857,"ACAA2;ADCK1;AKT1;BCL2L1;BCL2L2;BNIP3;BOK;DNM1L;FXN;GPX1;HIGD1A;HTRA2;MPV17L;MUL1;OMA1;OPA1;PAM16;PARL;PINK1;PPARGC1A;PPIF;PRELID1;SIRT4;SLC25A5;TRIAP1;TSPO;USP30",0.0535714285714286,"PAM16;PRELID1;TRIAP1"
"122",10824,"regulation of centrosome duplication",42,0.0048,0.003,0.0097,0.0049,0.0067,0.0018,0,"",0.142857142857143,"CHMP2A;CHMP5;CHORDC1;PLK4;RBM14;XPO1"
"123",10826,"negative regulation of centrosome duplication",13,8e-04,7e-04,6e-04,-2e-04,-1e-04,1e-04,0,"",0.153846153846154,"CHMP2A;RBM14"
"124",10827,"regulation of glucose transmembrane transport",71,0.0033,0.0033,0.0033,0,0,0,0.0704225352112676,"AKT1;AKT2;MAPK14;PRKAG2;SLC25A27",0,""
"125",10828,"positive regulation of glucose transmembrane transport",42,0.002,0.002,0.0024,4e-04,4e-04,0,0.0714285714285714,"AKT1;AKT2;MAPK14",0,""
"126",10829,"negative regulation of glucose transmembrane transport",16,8e-04,7e-04,6e-04,-2e-04,-1e-04,1e-04,0,"",0,""
"127",10830,"regulation of myotube differentiation",53,0.0022,0.0025,0.0025,3e-04,0,-3e-04,0.0754716981132075,"BCL2;DMPK;MAPK14;NLN",0.0377358490566038,"HDAC3;MTOR"
"128",10831,"positive regulation of myotube differentiation",30,0.0013,0.0014,0.0013,0,-1e-04,-1e-04,0.0666666666666667,"BCL2;MAPK14",0.0333333333333333,"MTOR"
"129",10832,"negative regulation of myotube differentiation",17,6e-04,7e-04,7e-04,1e-04,0,-1e-04,0,"",0.0588235294117647,"HDAC3"
"130",10833,"telomere maintenance via telomere lengthening",27,0.0039,0.0034,0.0096,0.0057,0.0062,5e-04,0,"",0.148148148148148,"DKC1;NOP10;RPA1;SMG6"
"131",10835,"regulation of protein ADP-ribosylation",6,0.002,2e-04,0.0024,4e-04,0.0022,0.0018,0,"",0.166666666666667,"TINF2"
"132",10837,"regulation of keratinocyte proliferation",35,0.0015,0.0014,0.0019,4e-04,5e-04,1e-04,0.0571428571428571,"MED1;SFN",0,""
"133",10838,"positive regulation of keratinocyte proliferation",13,5e-04,5e-04,5e-04,0,0,0,0,"",0,""
"134",10839,"negative regulation of keratinocyte proliferation",14,6e-04,5e-04,5e-04,-9.99999999999999e-05,0,9.99999999999999e-05,0.142857142857143,"MED1;SFN",0,""
"135",10842,"retina layer formation",23,8e-04,0.001,9e-04,9.99999999999999e-05,-1e-04,-2e-04,0.0434782608695652,"RDH13",0,""
"136",10847,"regulation of chromatin assembly",19,0.0087,0.0214,0.0667,0.058,0.0453,-0.0127,0,"",0,""
"137",10862,"positive regulation of pathway-restricted SMAD protein phosphorylation",48,0.0025,0.0027,0.006,0.0035,0.0033,-2e-04,0,"",0.0208333333333333,"CSNK2B"
"138",10863,"positive regulation of phospholipase C activity",43,0.0019,0.002,0.0023,4e-04,3e-04,-1e-04,0,"",0,""
"139",10866,"regulation of triglyceride biosynthetic process",18,0.0015,0.0027,0.0037,0.0022,0.001,-0.0012,0,"",0,""
"140",10867,"positive regulation of triglyceride biosynthetic process",13,0.0019,0.0042,0.0085,0.0066,0.0043,-0.0023,0,"",0,""
"141",10869,"regulation of receptor biosynthetic process",23,0.0011,0.0013,0.0012,9.99999999999998e-05,-1e-04,-2e-04,0.130434782608696,"NR1D1;PARK7;PPARA",0.0869565217391304,"HNRNPK;SCAP"
"142",10870,"positive regulation of receptor biosynthetic process",13,5e-04,0.001,6e-04,9.99999999999999e-05,-4e-04,-5e-04,0,"",0.153846153846154,"HNRNPK;SCAP"
"143",10872,"regulation of cholesterol esterification",12,5e-04,5e-04,0.0011,6e-04,6e-04,0,0,"",0,""
