ID	Name	Length	AUPRC	diff.AUPRC
46942	carboxylic acid transport	281	0.0118	0.000123419558157593
50714	positive regulation of protein secretion	269	0.0118	0.000205143379209422
6090	pyruvate metabolic process	69	0.0117	0.00903152073419807
43648	dicarboxylic acid metabolic process	86	0.0117	0.00837483926567304
51169	nuclear transport	252	0.0117	0.00154011182078976
110053	regulation of actin filament organization	254	0.0117	0.000680692977750995
1902749	regulation of cell cycle G2/M phase transition	206	0.0117	0.00297032072192452
6913	nucleocytoplasmic transport	249	0.0116	0.00156955171155797
6914	autophagy	253	0.0116	0.00123371714988236
7568	aging	260	0.0116	0.000140519513578966
8654	phospholipid biosynthetic process	239	0.0116	0.00205906924161182
16042	lipid catabolic process	284	0.0116	8.29102269431434e-05
33157	regulation of intracellular protein transport	252	0.0116	0.000697594616063005
34329	cell junction assembly	270	0.0116	0.000231309060413914
35329	hippo signaling	27	0.0116	0.0105192521624083
43270	positive regulation of ion transport	267	0.0116	0.00011391239430604
43406	positive regulation of MAP kinase activity	253	0.0116	0.0003859658817774
51127	positive regulation of actin nucleation	20	0.0116	0.0107911224703407
70085	glycosylation	243	0.0116	0.00206097309819524
1836	release of cytochrome c from mitochondria	22	0.0115	0.0105001556643733
6869	lipid transport	282	0.0115	5.67424718206228e-05
31572	G2 DNA damage checkpoint	27	0.0115	0.0103318337658887
34612	response to tumor necrosis factor	255	0.0115	0.000590894614211662
45927	positive regulation of growth	253	0.0115	0.000185380549686146
46883	regulation of hormone secretion	261	0.0115	9.59963642139638e-05
1901991	negative regulation of mitotic cell cycle phase transition	207	0.0115	0.00262169688871216
1903362	regulation of cellular protein catabolic process	244	0.0115	0.00108399803394944
2000146	negative regulation of cell motility	260	0.0115	0.00013325179271865
6520	cellular amino acid metabolic process	246	0.0114	0.00170764664379682
7548	sex differentiation	251	0.0114	0.000502090221012882
9410	response to xenobiotic stimulus	272	0.0114	0.000211905630462294
71806	protein transmembrane transport	57	0.0114	0.00921676967203831
1901030	positive regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway	34	0.0114	0.00991671177293457
291	nuclear-transcribed mRNA catabolic process, exonucleolytic	34	0.0113	0.00995097448035123
21537	telencephalon development	246	0.0113	0.000375841313951986
22409	positive regulation of cell-cell adhesion	264	0.0113	-3.34416955730457e-06
51091	positive regulation of DNA-binding transcription factor activity	264	0.0113	2.92501785236939e-05
7611	learning or memory	250	0.0112	8.69696397053314e-05
15931	nucleobase-containing compound transport	241	0.0112	0.00138668580879147
31669	cellular response to nutrient levels	221	0.0112	0.00152257621507481
46474	glycerophospholipid biosynthetic process	203	0.0112	0.00306560114189887
46488	phosphatidylinositol metabolic process	163	0.0112	0.00461216914226977
90150	establishment of protein localization to membrane	258	0.0112	0.00167327512383655
1818	negative regulation of cytokine production	263	0.0111	-4.9482554835098e-05
3007	heart morphogenesis	244	0.0111	0.00020519692472136
10389	regulation of G2/M transition of mitotic cell cycle	192	0.0111	0.0028813393568725
50730	regulation of peptidyl-tyrosine phosphorylation	249	0.0111	6.96789778172283e-05
98656	anion transmembrane transport	271	0.0111	0.000120556657885832
1902110	positive regulation of mitochondrial membrane permeability involved in apoptotic process	15	0.0111	0.0104317025966046
1503	ossification	255	0.011	0.000209168594197144
6352	DNA-templated transcription, initiation	197	0.011	0.00288497237780609
7015	actin filament organization	243	0.011	0.000912148110570669
42590	antigen processing and presentation of exogenous peptide antigen via MHC class I	78	0.011	0.00789152631499773
70317	negative regulation of G0 to G1 transition	37	0.011	0.00955147823626681
1904896	ESCRT complex disassembly	10	0.011	0.0106189223551579
1904903	ESCRT III complex disassembly	10	0.011	0.0106189223551579
6486	protein glycosylation	230	0.0109	0.00189355123060705
30336	negative regulation of cell migration	245	0.0109	0.000153433042999425
43413	macromolecule glycosylation	230	0.0109	0.00189355123060705
45165	cell fate commitment	244	0.0109	0.000384034939617023
9615	response to virus	272	0.0108	7.02135996678444e-05
31503	protein-containing complex localization	245	0.0108	0.000892025241837515
33673	negative regulation of kinase activity	239	0.0108	0.000391297531426284
34599	cellular response to oxidative stress	236	0.0108	0.000274665972882018
71356	cellular response to tumor necrosis factor	232	0.0108	0.000846050509725138
1904357	negative regulation of telomere maintenance via telomere lengthening	24	0.0108	0.00992514168153119
6367	transcription initiation from RNA polymerase II promoter	161	0.0107	0.00393237472015905
8202	steroid metabolic process	247	0.0107	0.000687004190593695
45047	protein targeting to ER	108	0.0107	0.00731560356589052
22898	regulation of transmembrane transporter activity	249	0.0106	2.61597043215919e-06
31334	positive regulation of protein-containing complex assembly	232	0.0106	0.000553261811405583
32868	response to insulin	226	0.0106	0.000636967016252321
9108	coenzyme biosynthetic process	126	0.0105	0.00544698707315961
48011	neurotrophin TRK receptor signaling pathway	20	0.0105	0.00960126874851158
16197	endosomal transport	213	0.0104	0.00195687665692943
40029	regulation of gene expression, epigenetic	202	0.0104	0.00222899133478527
42692	muscle cell differentiation	234	0.0104	0.00026927360750407
46395	carboxylic acid catabolic process	253	0.0104	0.000158332812794358
46685	response to arsenic-containing substance	33	0.0104	0.00894482389183387
6336	DNA replication-independent nucleosome assembly	34	0.0103	0.00903344630904052
7018	microtubule-based movement	255	0.0103	0.000188223374661197
10466	negative regulation of peptidase activity	245	0.0103	0.000182289356335906
38093	Fc receptor signaling pathway	171	0.0103	0.002769672075504
48705	skeletal system morphogenesis	232	0.0103	0.000363744339672309
51924	regulation of calcium ion transport	239	0.0103	0.000134634041639639
71453	cellular response to oxygen levels	208	0.0103	0.000989987279278615
97305	response to alcohol	226	0.0103	0.000226915622991871
98742	cell-cell adhesion via plasma-membrane adhesion molecules	244	0.0103	0.000494262116213333
6839	mitochondrial transport	192	0.0102	0.00233243740146171
32388	positive regulation of intracellular transport	223	0.0102	0.000489819456454786
38096	Fc-gamma receptor signaling pathway involved in phagocytosis	70	0.0102	0.00710475936371687
51648	vesicle localization	197	0.0102	0.00199271328795312
51896	regulation of protein kinase B signaling	214	0.0102	0.000616221967920123
2001234	negative regulation of apoptotic signaling pathway	221	0.0102	0.000364737660916874
6403	RNA localization	204	0.0101	0.00181044482713514
6816	calcium ion transport	242	0.0101	0.000135934404024877
6936	muscle contraction	238	0.0101	0.00020970197270646
10273	detoxification of copper ion	14	0.0101	0.00994285422667593
10632	regulation of epithelial cell migration	217	0.0101	0.000166228644888383
30178	negative regulation of Wnt signaling pathway	210	0.0101	0.000951247457826572
32148	activation of protein kinase B activity	32	0.0101	0.00868365753456202
32412	regulation of ion transmembrane transporter activity	240	0.0101	1.33557508803801e-05
43122	regulation of I-kappaB kinase/NF-kappaB signaling	241	0.0101	-6.3103282899931e-06
45926	negative regulation of growth	235	0.0101	0.000244526787492724
50803	regulation of synapse structure or activity	230	0.0101	0.000129065765492088
2000116	regulation of cysteine-type endopeptidase activity	228	0.0101	0.000309542244968368
2001020	regulation of response to DNA damage stimulus	197	0.0101	0.00187911547650272
288	nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	54	0.01	0.00785340014181301
6469	negative regulation of protein kinase activity	223	0.01	0.000282658967127829
38061	NIK/NF-kappaB signaling	79	0.01	0.00647037234605463
51650	establishment of vesicle localization	189	0.01	0.00207749293578604
422	autophagy of mitochondrion	37	0.0099	0.00841953987940747
2431	Fc receptor mediated stimulatory signaling pathway	72	0.0099	0.00672676886913445
6643	membrane lipid metabolic process	191	0.0099	0.00236687979186654
7187	G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger	229	0.0099	0.000339991409399028
7265	Ras protein signal transduction	220	0.0099	0.00084206665364873
8016	regulation of heart contraction	237	0.0099	2.52382624932896e-05
10951	negative regulation of endopeptidase activity	235	0.0099	0.00016389299348518
21700	developmental maturation	226	0.0099	7.33760696332523e-05
30098	lymphocyte differentiation	233	0.0099	0.000163332325310876
32886	regulation of microtubule-based process	218	0.0099	0.000808731721003488
70302	regulation of stress-activated protein kinase signaling cascade	223	0.0099	0.000179321406594959
32872	regulation of stress-activated MAPK cascade	220	0.0098	0.000178472815578465
34724	DNA replication-independent nucleosome organization	35	0.0098	0.00850997021472168
38094	Fc-gamma receptor signaling pathway	73	0.0098	0.0066263368900719
45732	positive regulation of protein catabolic process	214	0.0098	0.000629845270115186
72599	establishment of protein localization to endoplasmic reticulum	112	0.0098	0.00629141142760686
9952	anterior/posterior pattern specification	207	0.0097	0.000780883852617549
31145	anaphase-promoting complex-dependent catabolic process	81	0.0097	0.00626227774777242
42110	T cell activation	233	0.0097	0.000103225700614797
42594	response to starvation	186	0.0097	0.001709927702601
45665	negative regulation of neuron differentiation	213	0.0097	0.000339319106154931
51048	negative regulation of secretion	220	0.0097	0.000230101222230454
51125	regulation of actin nucleation	33	0.0097	0.00836084214197886
51321	meiotic cell cycle	202	0.0097	0.00165493540155671
51495	positive regulation of cytoskeleton organization	207	0.0097	0.000531541259917603
98813	nuclear chromosome segregation	194	0.0097	0.00183943072944707
6575	cellular modified amino acid metabolic process	171	0.0096	0.00307310982058098
36294	cellular response to decreased oxygen levels	191	0.0096	0.00104735088413021
42063	gliogenesis	217	0.0096	8.01348115371837e-05
43583	ear development	216	0.0096	0.000217282233828019
50807	regulation of synapse organization	219	0.0096	0.000148100677772716
60485	mesenchyme development	211	0.0096	0.000281193678124986
61448	connective tissue development	216	0.0096	0.00026075936451617
70663	regulation of leukocyte proliferation	220	0.0096	0.000343882380761308
1990778	protein localization to cell periphery	227	0.0096	3.9631435474816e-05
6457	protein folding	204	0.0095	0.00148336885005996
7131	reciprocal meiotic recombination	46	0.0095	0.0076199498254166
7281	germ cell development	234	0.0095	9.87240602628066e-05
16241	regulation of macroautophagy	167	0.0095	0.00228981484384244
19882	antigen processing and presentation	215	0.0095	0.00125348688704765
34080	CENP-A containing nucleosome assembly	26	0.0095	0.00860458679380955
43523	regulation of neuron apoptotic process	203	0.0095	0.000351074294853109
45637	regulation of myeloid cell differentiation	223	0.0095	0.00015425998444565
1902275	regulation of chromatin organization	183	0.0095	0.00157932502998106
1903039	positive regulation of leukocyte cell-cell adhesion	222	0.0095	4.03684742183094e-05
10810	regulation of cell-substrate adhesion	203	0.0094	0.000326819362235128
50684	regulation of mRNA processing	144	0.0094	0.00355485050617788
51567	histone H3-K9 methylation	16	0.0094	0.00878147767872624
61418	regulation of transcription from RNA polymerase II promoter in response to hypoxia	75	0.0094	0.00614737394515675
1901215	negative regulation of neuron death	198	0.0094	0.000455684187602154
7163	establishment or maintenance of cell polarity	195	0.0093	0.000923397311089895
30099	myeloid cell differentiation	212	0.0093	7.77747828563883e-05
45089	positive regulation of innate immune response	200	0.0093	0.000787402617768815
45137	development of primary sexual characteristics	206	0.0093	0.000475288543547652
70555	response to interleukin-1	193	0.0093	0.00109583170590216
1902115	regulation of organelle assembly	209	0.0093	0.000554600974691158
1902806	regulation of cell cycle G1/S phase transition	162	0.0093	0.00226434348535447
77	DNA damage checkpoint	126	0.0092	0.00379467210824021
7584	response to nutrient	208	0.0092	2.30307325814697e-05
9165	nucleotide biosynthetic process	202	0.0092	0.00120477157201216
9612	response to mechanical stimulus	201	0.0092	0.000234230873130545
16126	sterol biosynthetic process	48	0.0092	0.00727193292159418
17157	regulation of exocytosis	212	0.0092	7.85045671949716e-05
35825	homologous recombination	47	0.0092	0.0072540653609925
43281	regulation of cysteine-type endopeptidase activity involved in apoptotic process	204	0.0092	0.000412645635738706
50658	RNA transport	182	0.0092	0.00182715194312114
51054	positive regulation of DNA metabolic process	180	0.0092	0.00141188639958302
51259	protein complex oligomerization	224	0.0092	0.000101341348768654
71456	cellular response to hypoxia	181	0.0092	0.00109677467237409
8406	gonad development	200	0.0091	0.000481264734647081
10821	regulation of mitochondrion organization	183	0.0091	0.00110965565226397
71241	cellular response to inorganic substance	212	0.0091	0.000184476322000426
2001252	positive regulation of chromosome organization	173	0.0091	0.00161165342426941
31396	regulation of protein ubiquitination	190	0.009	0.000962040328173796
43393	regulation of protein binding	203	0.009	3.3346070667347e-05
61621	canonical glycolysis	27	0.009	0.00793403424302184
70374	positive regulation of ERK1 and ERK2 cascade	197	0.009	0.000324337926812576
90276	regulation of peptide hormone secretion	206	0.009	-1.21605173093644e-05
97237	cellular response to toxic substance	207	0.009	0.000130998953820035
1902905	positive regulation of supramolecular fiber organization	186	0.009	0.000719805211080969
1904872	regulation of telomerase RNA localization to Cajal body	18	0.009	0.0082995266981959
726	non-recombinational repair	58	0.0089	0.0065982316221476
6303	double-strand break repair via nonhomologous end joining	52	0.0089	0.00680314834883446
10212	response to ionizing radiation	134	0.0089	0.00295284481238769
30177	positive regulation of Wnt signaling pathway	176	0.0089	0.0010273327867331
43044	ATP-dependent chromatin remodeling	72	0.0089	0.00619881893420879
50707	regulation of cytokine secretion	205	0.0089	0.000277716773991927
50920	regulation of chemotaxis	205	0.0089	0.000247929151589827
50953	sensory perception of light stimulus	215	0.0089	0.000252265329164975
70507	regulation of microtubule cytoskeleton organization	187	0.0089	0.00100455263366929
90090	negative regulation of canonical Wnt signaling pathway	176	0.0089	0.00121015203807915
1901605	alpha-amino acid metabolic process	179	0.0089	0.00171824214970265
1901796	regulation of signal transduction by p53 class mediator	173	0.0089	0.00161352462526515
2000045	regulation of G1/S transition of mitotic cell cycle	148	0.0089	0.00243077626195819
1732	formation of cytoplasmic translation initiation complex	16	0.0088	0.0082805333684813
6098	pentose-phosphate shunt	13	0.0088	0.00833770973005417
7601	visual perception	212	0.0088	0.000259556307652141
18279	protein N-linked glycosylation via asparagine	30	0.0088	0.00768163161815137
30100	regulation of endocytosis	201	0.0088	-2.37724581413738e-05
32205	negative regulation of telomere maintenance	33	0.0088	0.00756482738226255
43488	regulation of mRNA stability	167	0.0088	0.00182138365299489
46890	regulation of lipid biosynthetic process	187	0.0088	0.000604120125617499
48194	Golgi vesicle budding	75	0.0088	0.00579995247903476
50792	regulation of viral process	202	0.0088	0.000440533727059881
75522	IRES-dependent viral translational initiation	10	0.0088	0.00840566924820385
1902686	mitochondrial outer membrane permeabilization involved in programmed cell death	17	0.0088	0.00804711269147252
302	response to reactive oxygen species	190	0.0087	0.000183538649764897
2474	antigen processing and presentation of peptide antigen via MHC class I	100	0.0087	0.00462811017794299
6338	chromatin remodeling	169	0.0087	0.00206807267862617
6612	protein targeting to membrane	163	0.0087	0.00320296364635431
9124	nucleoside monophosphate biosynthetic process	41	0.0087	0.0071224582272094
9267	cellular response to starvation	144	0.0087	0.0024472290116453
19058	viral life cycle	196	0.0087	0.000702654210775562
48002	antigen processing and presentation of peptide antigen	188	0.0087	0.00159209713576615
50679	positive regulation of epithelial cell proliferation	185	0.0087	0.00028487264995462
50870	positive regulation of T cell activation	203	0.0087	8.55195401708309e-05
60491	regulation of cell projection assembly	196	0.0087	0.000373818348879501
70972	protein localization to endoplasmic reticulum	136	0.0087	0.00414947540574942
1901888	regulation of cell junction assembly	193	0.0087	0.000225652728421072
1903531	negative regulation of secretion by cell	197	0.0087	0.000147996659013237
1711	endodermal cell fate commitment	13	0.0086	0.00808580212232343
2685	regulation of leukocyte migration	194	0.0086	0.000353670342529562
5996	monosaccharide metabolic process	193	0.0086	0.00107701643424799
7093	mitotic cell cycle checkpoint	145	0.0086	0.00243021167715973
7188	adenylate cyclase-modulating G protein-coupled receptor signaling pathway	199	0.0086	0.000307835570018839
30278	regulation of ossification	187	0.0086	0.000312196899563738
50851	antigen receptor-mediated signaling pathway	185	0.0086	0.000905389609363331
51146	striated muscle cell differentiation	194	0.0086	0.000235681484499596
61136	regulation of proteasomal protein catabolic process	179	0.0086	0.00102744610104887
