ID	Name	Length	AUPRC	diff.AUPRC
5244	Dolichol-phosphate mannose (DPM) synthase	3	0.6667	0.666383861236802
5735	TGF-beta receptor-SMAD3 complex	3	0.6667	0.666382360374021
6780	RAD6A-KCMF1-UBR4 complex	3	0.6667	0.666383861236802
6848	IRF2BP2-IRF2BP1-IRF2BPL complex	3	0.6667	0.666383861236802
6974	Serine-palmitoyltransferase (SPTLC1, SPTLC2, ssSPTa) complex	3	0.6667	0.666383701188455
1625	FA core complex (Fanconi anemia core complex)	7	0.647	0.646126303202579
68	BCDX2 complex	4	0.6416	0.641195503080374
251	BCDX2 complex	4	0.6416	0.641195503080374
258	BCDX2 complex	4	0.6416	0.641195503080374
3525	Tetrameric COG subcomplex	4	0.6205	0.620053935207443
3979	mTORC2 complex	4	0.6002	0.599807153334381
1623	FA core complex 1 (Fanconi anemia core complex 1)	5	0.5937	0.593124443207469
3083	FA core complex 1 (Fanconi anemia core complex 1)	5	0.5937	0.593124443207469
320	55S ribosome, mitochondrial	78	0.5767	0.565658080006178
5213	Pex26-Pex6-Pex1 complex	3	0.5694	0.56916163901458
2919	Respiratory chain complex I (gamma subunit) mitochondrial	13	0.5594	0.558426970735891
91	FA complex (Fanconi anemia complex), cytoplasmic	4	0.5466	0.546219187720252
245	FA core complex (Fanconi anemia core complex)	9	0.5424	0.541287143095936
2914	Respiratory chain complex I (beta subunit) mitochondrial	16	0.5399	0.538072846212182
994	GAA1-GPI8-PIGT-PIG-PIGS complex	5	0.5129	0.512371717893654
6639	CCC-Wash (WASH1, FAM21C) complex	15	0.5079	0.506377387759391
6645	CCC complex	13	0.5079	0.506377387759391
6216	GATOR2 complex	5	0.5003	0.499761243370819
6472	Bcl-2-Beclin1-UVRAG-PI(3)KC3 complex	5	0.5002	0.499623129868839
324	39S ribosomal subunit, mitochondrial	48	0.4907	0.483908848487437
2734	APH1A-PSEN1-NCSTN complex	3	0.4833	0.483050073962169
178	Respiratory chain complex I (holoenzyme), mitochondrial	44	0.4711	0.465818700286739
613	CTF18-CTF8-DCC1-RFC3 complex	4	0.4636	0.463203545497703
2905	Respiratory chain complex I (intermediate), mitochondrial	11	0.4411	0.439849309441928
6388	CORVET complex	6	0.4393	0.438779704116877
142	CD147-gamma-secretase complex	5	0.4344	0.433808523597735
6232	ULK1-ATG13-RB1CC1-ATG101 complex	4	0.4299	0.429464151379728
7091	FIP200-ULK1-ATG13-ATG101 complex	4	0.4299	0.429464151379728
3271	Gamma-secretase-Delta1 complex	5	0.4296	0.429058194875217
27	Arp2/3 protein complex	7	0.4185	0.417634597990381
5975	Gamma-secretase complex (APH1A, PSENEN, PSEN1, NCSTN, TMP21)	5	0.4133	0.412759864354985
2400	ITGA3-ITGB1-CD151 complex	3	0.4121	0.411836878882657
2174	COP9 signalosome complex	8	0.4082	0.407234236157732
6435	HAUS augmin-like complex	8	0.4062	0.405378394222062
6459	EARP complex	4	0.3969	0.396512893700853
7541	KNTC1-ZW10-ZWILCH complex	3	0.3947	0.394405785929452
6728	9-1-1-RHINO complex	4	0.3847	0.384239059444825
2904	Respiratory chain complex I (intermediate VII/650kD), mitochondrial	10	0.381	0.379840542978827
1034	ORC 2-5 complex (origin recognition 2-5 complex)	4	0.3797	0.379273160612814
33	Prefoldin complex	6	0.3727	0.372031309323608
112	Prefoldin complex	6	0.3727	0.372031309323608
559	Decapping complex	5	0.3719	0.371512643921816
6891	HUSH complex	3	0.3647	0.364389479240964
468	Gamma-secretase complex (APH1A, PSEN2, PSENEN, NCSTN)	4	0.364	0.363604456273147
315	28S ribosomal subunit, mitochondrial	30	0.3621	0.357973396099335
1377	hASC-1 complex	4	0.3508	0.350399610904591
4478	CBF-DNA complex	3	0.3444	0.344161532335806
2197	9-1-1-FEN1 complex	4	0.3437	0.343254271061657
2196	9-1-1-LIG1 complex	4	0.3419	0.341458530187499
6664	STAGA complex, SPT3-linked	19	0.3385	0.33594316051408
2719	Casein kinase II-HMG1 complex	4	0.334	0.333598350440238
2198	9-1-1-POLB complex	4	0.3338	0.333369386235194
2808	9-1-1-APE1 complex	4	0.3336	0.333140465587555
2105	IkappaB kinase complex (IKBKB, CHUK, IKBKAP, NFKBIA, RELA, MAP3K14)	6	0.3335	0.333067820744364
6885	L-B-P100 subcomplex	3	0.3323	0.332057581898007
741	NCOR-HDAC3 complex	5	0.3277	0.327175704857251
129	PIDDsome complex	3	0.3214	0.321145765998707
1893	mTOR complex (MTOR, RICTOR, MLST8)	3	0.3214	0.321145632637663
1895	mTOR complex (MTOR, RICTOR, MLST8)	3	0.3214	0.321145632637663
2969	mTORC2 complex	3	0.3214	0.321145632637663
2948	Respiratory chain complex I (incomplete intermediate), mitochondrial	11	0.3165	0.315065221414016
89	Exocyst Sec6/8 complex	8	0.3141	0.313065637474007
6167	Exocyst complex	8	0.3141	0.313065637474007
2859	ING5 (BRPF1, MOZ, MORF) complex	5	0.295	0.294408305706058
1201	TRF1-TIN2 complex	4	0.2874	0.286925833004165
2739	FA complex (Fanconi anemia complex)	11	0.2823	0.280852636888201
7254	ING5 complex (ING5, JADE2, KAT7, MEAF6)	4	0.2721	0.271682432595011
2121	I-kappa-B kinase complex	3	0.2659	0.265584582068574
5844	I-kappa-B kinase complex	3	0.2659	0.265584582068574
656	VPS35-VPS29-VPS26A complex	3	0.2583	0.258050314465409
622	Ubiquitin E3 ligase (VHL, TCEB1, TCEB2, CUL2)	4	0.25	0.249858276643991
947	CDC7-DBF7 complex	2	0.25	0.249858617276969
2893	BCR-ABL (p210 fusion protein)-GRB2-SOS1 complex	3	0.25	0.249858035207269
2917	GRB2-SOS1 complex	2	0.25	0.249858035207269
3144	GRB2-SOS1 complex	2	0.25	0.249858035207269
5341	ELMO1-DOCK2 complex	2	0.25	0.249858577287512
5495	CIA targeting (MIP18, CIAO1, MMS19) complex	3	0.25	0.249858537275428
6582	LRRC8A-LRRC8D complex	2	0.25	0.249858497240696
6732	RHINO-TopBP1 complex	2	0.25	0.249858397054659
6896	MMS19 complex	4	0.25	0.249858537275428
6897	CIA2B-CIA1-MMS19 complex	3	0.25	0.249858537275428
7132	CCDC22-CCDC93-C16orf62 complex	3	0.25	0.249858156028369
7135	CCDC22-CCDC93-C16orf62-FAM21-WASH1 complex	5	0.25	0.249858156028369
7514	SCAP-SREBF2 complex	2	0.25	0.249858477214832
138	Telomere-associated protein complex	6	0.2405	0.239748617202328
1197	Telomere-associated protein complex	6	0.2405	0.239748617202328
238	SWI-SNF chromatin remodeling-related-BRCA1 complex	10	0.2401	0.238806665095157
268	9-1-1-RAD17-RFC complex	8	0.2397	0.238741153501991
274	9-1-1-RAD17-RFC complex	8	0.2397	0.238741153501991
114	SNAPc (small nuclear RNA-activating protein) complex	5	0.2358	0.235278731396377
2818	BRCA1-BARD1-BRCA2-DNA damage complex III	3	0.2353	0.235031773240039
555	BAF complex	9	0.2347	0.233576714785651
3128	Gamma-secretase complex (APH1B, PSEN1, PSENEN, NCSTN)	4	0.2306	0.230136891526558
6754	KICSTOR complex	4	0.23	0.229460743108323
6753	SOG complex	8	0.2299	0.229078754894256
6855	LAS1L-PELP1-TEX10-WDR18-NOL9-SENP3  complex	6	0.2291	0.228512188857004
476	STAGA complex	13	0.2281	0.226400923774908
1038	ORC 1-5 complex (origin recognition 1-5 complex)	5	0.2254	0.224881383315326
2179	CNS-P53 complex	9	0.2246	0.223415935471339
1198	TIN2 complex	4	0.2233	0.222883450682223
6217	GATOR complex	8	0.2224	0.221525028088752
160	Condensin II	5	0.2209	0.220350974135907
6643	SAGA complex, GCN5-linked	19	0.2194	0.216856609742294
15	NCOR complex	6	0.2187	0.217948706171922
2858	ING5 complex (ING5, JADE1, KAT7, MEAF6)	4	0.214	0.21355943411742
58	SMRT complex	5	0.21	0.209385659826236
1167	Paf complex	5	0.2071	0.206542683616055
974	EED-EZH2 complex	5	0.2027	0.202098526483028
2920	Respiratory chain complex I (lambda subunit) mitochondrial	16	0.2022	0.200084862629898
7304	HIC1-PCL3L-PCR2 complex	5	0.2011	0.200532400225022
105	Polycomb repressive complex 2 (PRC 2)	5	0.2007	0.200121725698913
6441	KIAA0753-FOR20-OFD1 complex	3	0.2002	0.199961394814336
1237	BAF complex	9	0.1986	0.197486502930955
2255	Cofilin-actin-CAP1 complex	3	0.1974	0.197128375176552
306	Ribosome, cytoplasmic	81	0.1968	0.185498923128619
566	BAF complex	9	0.1966	0.195468743910116
896	hMediator complex (MED23, CDK8, CCNC)	3	0.1947	0.194420001378551
3010	TFIID subcomplex	5	0.1929	0.192290175919448
248	BRAFT complex	11	0.1915	0.190111170001251
475	STAGA complex	12	0.1866	0.184992531376316
710	Brg1-associated complex I	9	0.1856	0.184458026850407
807	BRG1-associated complex	9	0.1856	0.184458026850407
564	BAF complex	8	0.1851	0.18405466886846
1251	BAF complex	8	0.1851	0.18405466886846
3015	p27-cyclinE-Cdk2 - Ubiquitin E3 ligase (SKP1A, SKP2, CUL1, CKS1B, RBX1) complex	8	0.1828	0.181833548791483
727	CSA complex	12	0.1802	0.178617995215223
728	CSA-POLIIa complex	13	0.1802	0.178617995215223
726	DDB2 complex	12	0.1789	0.177320899816339
1347	NPC subcomplex (NUP98, NUP107, NUP133, NUP160)	4	0.1789	0.178462445117499
230	Mediator complex	32	0.1779	0.173458173764241
1101	transcription factor IIIC multisubunit complex	5	0.1779	0.177351687908585
1105	transcription factor IIIC multisubunit complex	5	0.1779	0.177351687908585
3063	Brg1-associated complex II	7	0.1756	0.174772702116089
1032	ORC 2-4 complex (origin recognition 2-4 complex)	3	0.1752	0.174917487594289
287	ARC-L complex	14	0.1745	0.172676723452985
7267	KAT2A-Oxoglutarate dehydrogenase complex	4	0.1724	0.172007819140869
1204	Rap1 complex	7	0.1715	0.170655529711024
2573	Class C VPS/HOPS complex	6	0.1712	0.170681260767904
7255	ING5 complex (ING5, JADE3, KAT7, MEAF6)	4	0.1711	0.170646577759994
1897	mTOR complex (MTOR, RAPTOR, MLST8)	3	0.1702	0.169945008119282
2970	mTORC1 complex	3	0.1702	0.169945008119282
2990	mTOR complex (MTOR, RAPTOR, MLST8)	3	0.1702	0.169945008119282
3980	mTOR complex (MTOR, RAPTOR, MLST8)	3	0.1702	0.169945008119282
1207	TRF2-Rap1 complex II	4	0.1677	0.167232978129634
284	CRSP complex	11	0.1673	0.165885107548762
123	Rnase/Mrp complex	10	0.1667	0.165465548795138
748	TRAF6-TAK1 complex	2	0.1667	0.166524257096744
1000	TorsinA-TorsinB complex	2	0.1667	0.166525263951735
1543	PPP2CA-PPP2R1A complex	2	0.1667	0.166524762310203
5643	ESPL1-CDC2 complex	2	0.1667	0.166524782444192
5683	hRAD51C-hXRCC3 complex	2	0.1667	0.166525023607177
7384	DTX3L-PARP9 complex	2	0.1667	0.166525223950967
2804	CTF18-cohesion-RFC complex	7	0.1654	0.164506999739978
288	ARC complex	15	0.1651	0.163052761117298
6765	CCR4-NOT complex	9	0.1592	0.158206069763813
6301	tRNA Splicing Ligase Complex	5	0.159	0.158467096807418
1252	EBAFa complex	10	0.1582	0.156933866849426
441	TFTC-type histone acetyl transferase complex	11	0.1573	0.155842827450853
909	ARC92-Mediator complex	13	0.1538	0.152122874068298
86	NUMAC complex (nucleosomal methylation activator complex)	10	0.151	0.149699117945209
186	Wave-2 complex	5	0.1498	0.149198808693495
2745	Ubiquitin E3 ligase (TRAF6, TAB2, MALT1, UEV1A, BCL10)	5	0.1493	0.148782564391628
244	BRAFT complex	13	0.1486	0.146901923793285
5450	Mediator complex	27	0.148	0.144328414540907
7545	BORC complex	8	0.145	0.14399845295421
492	DA complex	15	0.1436	0.141621824986569
308	60S ribosomal subunit, cytoplasmic	48	0.1432	0.136517250764231
6886	AUP1-OS9-SEL1L-UBC6e-UBXD8 complex	5	0.141	0.140464718256935
7214	CCR4-NOT-CNOT7-CNOT6L complex	9	0.1406	0.139623868761769
711	Brm-associated complex	9	0.1399	0.138780114067474
232	ARC complex	15	0.1368	0.134755503643869
6344	TNF-R1-associated signaling complex	15	0.1364	0.134410537584351
570	p300-CBP-p270-SWI/SNF complex	7	0.1335	0.132618340266472
910	CRSP-Mediator 2 complex	10	0.1317	0.13042195476036
5377	RNA-induced silencing complex, RISC	3	0.1317	0.131388709759767
5381	RNA-induced silencing complex, RISC	3	0.1317	0.131388709759767
808	BRM-associated complex	10	0.1305	0.129184838975482
202	BRCA1-RAD50-MRE11-NBS1 complex	4	0.1304	0.130156935377455
964	BRCA1-RAD50-MRE11-NBS1 complex	4	0.1304	0.130156935377455
556	PBAF complex (Polybromo- and BAF containing complex)	9	0.1297	0.128573707293906
565	PBAF complex (Polybromo- and BAF containing complex)	9	0.1297	0.128573707293906
1238	PBAF complex (Polybromo- and BAF containing complex)	9	0.1297	0.128573707293906
7582	ESR2-TRAP/Mediator coactivator complex	18	0.1291	0.126696787650662
7581	ESR1-TRAP/Mediator coactivator-complex	18	0.1287	0.126224888155791
803	BRG1-SIN3A-HDAC containing SWI/SNF remodeling complex I	11	0.128	0.126531636296848
338	40S ribosomal subunit, cytoplasmic	31	0.1279	0.123544656290945
389	ORC complex (origin recognition complex)	6	0.1279	0.127165694376316
1031	ORC complex (origin recognition complex)	6	0.1279	0.127165694376316
1033	ORC complex (origin recognition complex)	6	0.1279	0.127165694376316
7005	PP2A-NR3A complex	4	0.1257	0.125274630884895
1245	Protein phosphatase 4 complex	2	0.125	0.124858537275428
3532	COG1-COG8 subcomplex	2	0.125	0.124858377000425
7440	KIF23-RACGAP1 complex	2	0.125	0.124857204055405
2118	CHUK-ERC1-IKBKB-IKBKG	4	0.1248	0.124340951248874
7192	CCR4-NOT-CNOT7-CNOT6 complex	9	0.1248	0.123833816555375
6641	USP22-SAGA complex	8	0.1243	0.123337704830658
3070	CTF18-cohesion-RFC-POLH complex	8	0.1237	0.122662347148033
554	PBAF complex (Polybromo- and BAF containing complex)	10	0.1231	0.121786278583161
463	TFIID complex	11	0.1229	0.121478404018799
484	TFIID complex	11	0.1229	0.121478404018799
548	DRIP complex	14	0.121	0.119135364871094
549	DRIP complex	14	0.121	0.119135364871094
305	40S ribosomal subunit, cytoplasmic	33	0.1208	0.116269508117041
620	CoREST-HDAC complex	7	0.1207	0.119857721608512
1206	TRF-Rap1 complex I, 2MD	6	0.12	0.119255764011037
1187	ESCRT-II complex	3	0.1196	0.119289074812748
217	CRSP complex	8	0.1186	0.11761930055095
218	CRSP complex	8	0.1186	0.11761930055095
7065	WDR41-(C9orf72-SMCR8)-(FIP200-ULK1-ATG13-ATG101) complex	7	0.1172	0.116241692387459
6893	Gamma-tubulin complex	6	0.1155	0.114800595798792
7215	CCR4-NOT-CNOT8-CNOT6 complex	9	0.1151	0.114133395455767
867	TRAP-SMCC mediator complex	10	0.1131	0.111824127060664
7216	CCR4-NOT-CNOT8-CNOT6L complex	9	0.113	0.111967301838515
5876	PPP2R1A-PPP2R1B-PPP2CA-PPME1-EIF4A1 complex	5	0.1129	0.112372528212284
6223	KRIT1-CCM2-ICAP1 complex	3	0.1129	0.112578899282585
66	TRAP complex	8	0.1118	0.110787444567025
7583	CDK8 subcomplex (CCNC, CDK8, MED12, MED13)	4	0.1116	0.111187539089887
6854	5FMC (Friends of Methylated Chtop) complex	5	0.1115	0.111029025968494
7439	ECT2-KIF23-RACGAP1 complex	3	0.1108	0.110468737022342
7584	CDK8 subcomplex (CCNC, CDK8, MED12)	3	0.109	0.108669941655277
6635	WDR20-USP46-UAF1 complex	3	0.1087	0.108414916045572
3071	CTLH complex	5	0.1077	0.107085275031776
189	BAF complex	13	0.1067	0.105008034223395
508	TFIID complex	10	0.106	0.104751062059316
60	Interferon-stimulated gene factor 3 transcription complex ISGF3	3	0.1059	0.105568700899638
2218	MDC1-MRE11-RAD50-NBS1 complex	4	0.1047	0.104381768350538
469	TFIID-beta complex	12	0.1044	0.102860067660784
7394	CENP-H-I complex	11	0.1044	0.102944379815372
301	SMCC complex	17	0.104	0.101738718171773
778	LARC complex (LCR-associated remodeling complex)	19	0.1034	0.100810169828312
149	PBAF complex (Polybromo- and BAF containing complex)	10	0.1029	0.10163620286683
7253	ING5 (BRPF3, MOZ, MORF) complex	5	0.1028	0.102232527884988
509	TFIID complex	12	0.1025	0.10096077188631
789	Exosome	11	0.1018	0.100406127903455
485	TFIID complex, B-cell specific	12	0.1015	0.0999609943572485
514	TFIID-beta complex	12	0.1005	0.0989411104606063
5194	TNF-alpha/NF-kappa B signaling complex (SEC16A, CHUK, IKBKB, NFKB2, REL, IKBKG, MAP3K14, RELA, FBXW7, USP2)	10	0.1002	0.0990381058001848
497	TAF4-TAF12 subcomplex of TFIID complex	2	0.1	0.0998564249820531
2655	MYC-MAX complex	2	0.1	0.0998581560283688
2723	ATM-NBN complex	2	0.1	0.0998578939889157
3052	MYC-MAX complex	2	0.1	0.0998581560283688
5828	IKBKG-IKBKB  complex	2	0.1	0.0998559700417687
1178	BCOR complex	8	0.0997	0.0987946632353716
895	hMediator complex (MED23, CDK8, CCNC, MED7)	4	0.0993	0.0988245411649118
7585	CDK8 subcomplex (CCNC, CDK8, MED13)	3	0.099	0.0987042073099094
535	TRAP complex	16	0.0983	0.0961145259056867
6657	ATAC complex, GCN5-linked	10	0.0978	0.0965423432615209
1179	CENP-A NAC-CAD complex	13	0.0967	0.0951251709111375
2847	ING4 complex (ING4, JADE2, KAT7, MEAF6)	4	0.0966	0.0962014605563038
1464	Mis12 centromere complex	6	0.0958	0.0951341153227063
547	SMCC complex	14	0.0954	0.0935609568771499
592	SAP complex (Sin3-associated protein complex)	9	0.0948	0.093676795722599
806	BRM-SIN3A-HDAC complex	12	0.0938	0.0922354340685392
6713	TBCD-ARL2-tubulin(beta) complex	3	0.0937	0.0934494517433159
6888	v-ATPase-Ragulator-AXIN/LKB1-AMPK complex	14	0.0936	0.0917167214499271
3055	Nop56p-associated pre-rRNA complex	105	0.0917	0.076939994165748
7252	ING5 (BRPF2, MOZ, MORF) complex	5	0.091	0.0904317684786209
713	BRG1-SIN3A complex	14	0.0908	0.0889015989412926
2726	PXN-ITGB5-PTK2 complex	3	0.0908	0.0905295149949446
191	20S proteasome	14	0.0905	0.0886427805613412
6889	TSC complex	3	0.0901	0.0898192933740472
5809	GABA-A receptor (GABRA1, GABRB2, GABRG2)	3	0.0895	0.0892527268965735
7461	GABA-A receptor (GABRA1, GABRB2, GABRG2)	3	0.0895	0.0892527268965735
7131	COMMD1-CCDC22-CCDC93-C16orf62 complex	4	0.0888	0.0885403560529897
2884	Respiratory chain complex I (early intermediate NDUFAF1 assembly), mitochondrial	7	0.0881	0.0873447499813644
788	Exosome	10	0.0873	0.0860611064360404
678	GINS complex	4	0.0846	0.084203700317821
87	Nup 107-160 subcomplex	9	0.0841	0.0829704053053249
205	Ubiquitin E3 ligase (VHL, TCEB1, TCEB2, CUL2, RBX1)	5	0.0841	0.0838387599866773
3297	SMN complex (GEMIN6,7, UNRIP), SMN-independent intermediate	3	0.084	0.0836815738362495
6300	CDKN1A-TP53-CDK1-PCNA complex	3	0.0838	0.0834931574588195
460	CRB1-MPP5-INADL complex	3	0.0836	0.0832792447947525
5921	KSR1-BRAF-MEK complex	3	0.0836	0.0833182046348735
815	MRIP-MBS-RHOA complex	3	0.0835	0.0831848469510124
1385	DICER1-NCOA6-AGO2 complex	3	0.0835	0.0831852828845124
1828	TGF-beta receptor I-Axin-SMAD3 complex	3	0.0835	0.0831838335970128
5226	p14-Mp1-ERK2 complex	3	0.0835	0.083181609873238
6907	CTNNB1-FERMT2-TCF7L2 complex	3	0.0835	0.08317909669366
7513	PAQR3-SCAP-SREBF2 complex	3	0.0835	0.0832384872073875
635	AGPS-GNPAT complex	2	0.0833	0.0831919506103021
3033	PAC3-PAC4 complex	2	0.0833	0.0831919506103021
5382	ARNT-HIF1A complex	2	0.0833	0.0831916099773243
6455	ARL2-TBCD complex	2	0.0833	0.0831918505942275
6697	ARL2-TBCD complex	2	0.0833	0.0831918505942275
5193	TNF-alpha/NF-kappa B signaling complex (CHUK, KPNA3, NFKB2, NFKBIB, REL, IKBKG,  NFKB1, NFKBIE, RELB,  NFKBIA, RELA, TNIP2)	12	0.0824	0.0808708224543084
2055	CASP8-CHUK-IKBKB-MALT1-BCL10 complex	5	0.0821	0.0814993701210997
493	DAB complex	16	0.0817	0.079539191420899
1113	5S-DNA-TFIIIA-TFIIIC2 subcomplex	6	0.0814	0.0806554848191095
2815	BRCA1-BARD1-BACH1-DNA damage complex II	8	0.0813	0.0804543713210212
387	MCM complex	6	0.0811	0.0804366853455718
246	BLM complex III	4	0.0801	0.079705147740853
5282	CAS-SRC-FAK complex	3	0.08	0.0797517452225446
1189	DNA double-strand break end-joining complex	7	0.0798	0.0791332905741127
657	Retromer complex (SNX1, SNX2, VPS35, VPS29, VPS26A)	5	0.0796	0.0789954949757547
1059	Retromer complex (SNX1, SNX2, VPS35, VPS29, VPS26A)	5	0.0796	0.0789954949757547
5872	BRAF-MAP2K1-MAP2K2-YWHAE complex	4	0.0795	0.0791123389454701
194	PA28gamma-20S proteasome	15	0.0791	0.0771283000657251
118	GPI-GnT activity complex	4	0.0775	0.0770963367226294
2787	BRCA1 C complex	4	0.0775	0.0770694900960026
1352	ING4 complex (ING4, JADE1, KAT7, MEAF6)	4	0.0772	0.0767810984696963
228	SMCC complex	8	0.0767	0.075690882376186
1097	eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7, PCID1)	13	0.0759	0.0743187801732764
1239	EBAFb complex	10	0.0734	0.0721148219921138
3065	RNA polymerase II complex, chromatin structure modifying	9	0.073	0.0718441695128309
4999	VCP-VIMP-DERL1-DERL2-HRD1-SEL1L complex	6	0.073	0.0724684304949301
5380	TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)	25	0.0723	0.0688023595611527
6249	MIB complex	11	0.0719	0.0706707387329239
655	HSF1-HSF2 complex	2	0.0714	0.0712871687136393
2962	CRK-BCAR1-DOCK1 complex	3	0.0714	0.0712865057942484
6371	mGluR3-mGluR8 complex	2	0.0714	0.0712871287128713
2851	ING2 complex	13	0.0712	0.0695248161655439
192	PA28-20S proteasome	16	0.0711	0.0689492204725751
1106	TFIIIC containing-TOP1-SUB1 complex	7	0.0709	0.0700648964202879
181	26S proteasome	22	0.0706	0.0676298915897216
562	LSm2-8 complex	7	0.0706	0.0696793498447254
155	TFIID complex	9	0.0701	0.0689172782484328
193	PA700-20S-PA28 complex	36	0.0698	0.0647795201299062
445	TFTC complex (TATA-binding protein-free TAF-II-containing complex)	16	0.0697	0.0675572800775453
455	TFTC complex (TATA-binding protein-free TAF-II-containing complex)	16	0.0697	0.0675572800775453
456	TFTC complex (TATA-binding protein-free TAF-II-containing complex)	16	0.0697	0.0675572800775453
462	TFTC complex (TATA-binding protein-free TAF-II-containing complex)	16	0.0697	0.0675572800775453
636	BHC complex	6	0.0688	0.0681277311490042
643	CtBP core complex	9	0.0688	0.0676657822686762
470	TFTC complex (TATA-binding protein-free TAF-II-containing complex)	17	0.0671	0.0647755339021809
351	Spliceosome	143	0.0669	0.0472221799347859
1120	Chromosomal passenger complex CPC (INCENP, CDCA8, BIRC5)	3	0.0657	0.0653999783023422
1230	WINAC complex	14	0.0653	0.0634749859315856
3032	RNA-induced silencing complex, RISC	4	0.0637	0.0632600641387747
359	DNA ligase IV-XRCC4-XLF complex	3	0.0626	0.0623600161490912
471	PCAF complex	10	0.0626	0.0612980608805645
477	PCAF complex	10	0.0626	0.0612980608805645
921	Remodeling and spacing factor (RSF) complex	2	0.0625	0.0623559077809798
3056	Microprocessor complex	2	0.0625	0.0623578131665008
3081	Microprocessor complex	2	0.0625	0.0623578131665008
5712	FAK-beta5 integrin complex, VEGF induced	2	0.0625	0.0623578737919272
7387	RSF complex	2	0.0625	0.0623559077809798
513	TFTC complex (TATA-binding protein-free TAF-II-containing complex)	17	0.0622	0.0599135999789448
3009	TFIID complex	9	0.0615	0.0603829060188514
714	BRM-SIN3A complex	15	0.0613	0.0592988409728463
2582	Chromosomal passenger complex CPC (CDCA8, AURKB, BIRC5)	3	0.0606	0.0602879613953565
5727	TBP-TAF complex	4	0.0593	0.0588873631894754
743	SIN3-SAP25 complex	11	0.0588	0.057649439373772
1492	BHC110 complex	10	0.0579	0.0567213101816784
6127	DAXX-MDM2-USP7 complex	3	0.0572	0.0568853823659362
1118	Chromosomal passenger complex CPC (INCENP, CDCA8, BIRC5, AURKB)	4	0.0566	0.0561528756130076
1119	Chromosomal passenger complex CPC (INCENP, CDCA8, BIRC5, AURKB)	4	0.0566	0.0561528756130076
2906	Respiratory chain complex I (intermediate II/230kD), mitochondrial	3	0.0566	0.056359438669934
6187	STIP-USP7-Mdm2 complex	3	0.0566	0.0563056599894286
2921	SHARP-CtBP complex	3	0.0564	0.0561286435944436
7220	MSL complex	4	0.0563	0.0558958989031391
7562	NCKAP1-WASF3-RAC1 complex	3	0.0559	0.0556617391673114
1202	TRF1 telomere length regulation complex	3	0.0558	0.0554828825258347
6182	PP2A A/C-striatin complex	3	0.0558	0.0554876083290785
6183	PP2A A/C-SG2NA complex	3	0.0558	0.0554981549861666
6467	MLL4 complex	9	0.0558	0.0546216980881253
619	MRE11A-RAD50-NBN-TRF2 complex	4	0.0557	0.0554189220311511
5582	LIFR-LIF-gp130 complex	3	0.0557	0.0553986972915179
1199	Oligosaccharyltransferase complex (Stt3A variant)	6	0.0556	0.0548479061506147
